text,expected_sentiment,model_output,confidence_score
omg so bored &amp; my tattoooos are so itchy!!  help! aha =),negative,LABEL_0,0.7212038636207581
I'm itchy and miserable!,negative,LABEL_0,0.9518585801124573
"@sekseemess no. I'm not itchy for now. Maybe later, lol.",negative,LABEL_1,0.4906003177165985
RT @jessverr I love the nerdy Stanford human biology videos - makes me miss school. http://bit.ly/13t7NR,positive,LABEL_2,0.9221658706665039
"@spinuzzi: Has been a bit crazy, with steep learning curve, but LyX is really good for long docs. For anything shorter, it would be insane.",positive,LABEL_2,0.7984506487846375
"I'm listening to ""P.Y.T"" by Danny Gokey &lt;3 &lt;3 &lt;3 Aww, he's so amazing. I &lt;3 him so much :)",positive,LABEL_2,0.9932584762573242
is going to sleep then on a bike ride:],positive,LABEL_1,0.8888593912124634
cant sleep... my tooth is aching.,negative,LABEL_0,0.9524580836296082
"Blah, blah, blah same old same old. No plans today, going back to sleep I guess.",negative,LABEL_0,0.7151312232017517
"glad i didnt do Bay to Breakers today, it's 1000 freaking degrees in San Francisco wtf",negative,LABEL_0,0.6385980844497681
is in San Francisco at Bay to Breakers.,neutral,LABEL_1,0.9276539087295532
just landed at San Francisco,neutral,LABEL_1,0.8740851879119873
San Francisco today.  Any suggestions?,neutral,LABEL_1,0.9154183268547058
?Obama Administration Must Stop Bonuses to AIG Ponzi Schemers ... http://bit.ly/2CUIg,negative,LABEL_1,0.5566582083702087
started to think that Citi is in really deep s&amp;^t. Are they gonna survive the turmoil or are they gonna be the next AIG?,negative,LABEL_0,0.4843391478061676
ShaunWoo hate'n on AiG,negative,LABEL_0,0.7842150330543518
@YarnThing you will not regret going to see Star Trek. It was AWESOME!,positive,LABEL_2,0.9886301755905151
On my way to see Star Trek @ The Esquire.,neutral,LABEL_2,0.6451954245567322
Going to see star trek soon with my dad.,neutral,LABEL_2,0.7298592925071716
annoying new trend on the internets:  people picking apart michael lewis and malcolm gladwell.  nobody wants to read that.,negative,LABEL_0,0.9326052665710449
Bill Simmons in conversation with Malcolm Gladwell http://bit.ly/j9o50,neutral,LABEL_1,0.9186488389968872
Highly recommend: http://tinyurl.com/HowDavidBeatsGoliath by Malcolm Gladwell,positive,LABEL_2,0.9168573021888733
Blink by malcolm gladwell amazing book and The tipping point!,positive,LABEL_2,0.9385968446731567
Malcolm Gladwell might be my new man crush,positive,LABEL_2,0.7073464393615723
omg. The commercials alone on ESPN are going to drive me nuts.,negative,LABEL_0,0.9386597871780396
@robmalon Playing with Twitter API sounds fun.  May need to take a class or find a new friend who like to generate results with API code.,positive,LABEL_2,0.9549935460090637
playing with cURL and the Twitter API,neutral,LABEL_1,0.8573299050331116
Hello Twitter API ;),positive,LABEL_2,0.8961516618728638
playing with Java and the Twitter API,neutral,LABEL_1,0.7569143176078796
@morind45 Because the twitter api is slow and most client's aren't good.,negative,LABEL_0,0.9317535758018494
yahoo answers can be a butt sometimes,negative,LABEL_0,0.7604590058326721
is scrapbooking with Nic =D,positive,LABEL_1,0.5850695371627808
RT @mashable: Five Things Wolfram Alpha Does Better (And Vastly Different) Than Google - http://bit.ly/6nSnR,positive,LABEL_2,0.7766309380531311
just changed my default pic to a Nike basketball cause bball is awesome!!!!!,positive,LABEL_2,0.9873262047767639
"Nike owns NBA Playoffs ads w/ LeBron, Kobe, Carmelo? http://ow.ly/7Uiy  #Adidas #Billups #Howard  #Marketing #Branding",neutral,LABEL_1,0.7763294577598572
"'Next time, I'll call myself Nike'",neutral,LABEL_1,0.5988457798957825
New blog post: Nike SB Dunk Low Premium 'White Gum' http://tr.im/lOtT,neutral,LABEL_1,0.5240418910980225
RT @SmartChickPDX: Was just told that Nike layoffs started today :-(,negative,LABEL_0,0.7508045434951782
Back when I worked for Nike we had one fav word : JUST DO IT! :),positive,LABEL_2,0.9259187579154968
"By the way, I'm totally inspired by this freaky Nike commercial: http://snurl.com/icgj9",positive,LABEL_2,0.9517879486083984
"giving weka an app engine interface, using the bird strike data for the tests, the logo is a given.",neutral,LABEL_1,0.8613709807395935
"Brand New Canon EOS 50D 15MP DSLR Camera Canon 17-85mm IS Lens ...: Web Technology Thread, Brand New Canon EOS 5.. http://u.mavrev.com/5a3t",neutral,LABEL_1,0.889529824256897
Class... The 50d is supposed to come today :),positive,LABEL_2,0.8531203866004944
needs someone to explain lambda calculus to him! :(,negative,LABEL_0,0.6756913661956787
Took the Graduate Field Exam for Computer Science today.  Nothing makes you feel like more of an idiot than lambda calculus.,negative,LABEL_0,0.8660510182380676
SHOUT OUTS TO ALL EAST PALO ALTO FOR BEING IN THE BUILDIN KARIZMAKAZE 50CAL GTA! ALSO THANKS TO PROFITS OF DOOM UNIVERSAL HEMPZ CRACKA......,positive,LABEL_2,0.8847854137420654
"@legalgeekery Yeahhhhhhhhh, I wouldn't really have lived in East Palo Alto if I could have avoided it.  I guess it's only for the summer.",negative,LABEL_0,0.542192816734314
@accannis @edog1203 Great Stanford course. Thanks for making it available to the public! Really helpful and informative for starting off!,positive,LABEL_2,0.9894384741783142
"NVIDIA Names Stanford's Bill Dally Chief Scientist, VP Of Research http://bit.ly/Fvvg9",neutral,LABEL_1,0.914262592792511
New blog post: Harvard Versus Stanford - Who Wins? http://bit.ly/MCoCo,neutral,LABEL_1,0.8881964683532715
@ work til 6pm... lets go lakers!!!,positive,LABEL_2,0.8299317359924316
Damn you North Korea. http://bit.ly/KtMeQ,negative,LABEL_0,0.8999799489974976
Can we just go ahead and blow North Korea off the map already?,negative,LABEL_0,0.6755967736244202
"North Korea, please cease this douchebaggery. China doesn't even like you anymore. http://bit.ly/NeHSl",negative,LABEL_0,0.9446437954902649
Why the hell is Pelosi in freakin China? and on whose dime?,negative,LABEL_0,0.9441852569580078
"Are YOU burning more cash $$$ than Chrysler and GM? Stop the financial tsunami. Where ""bailout"" means taking a handout!",negative,LABEL_0,0.6801345348358154
insects have infected my spinach plant :(,negative,LABEL_0,0.9726828932762146
wish i could catch every mosquito in the world n burn em slowly.they been bitin the shit outta me 2day.mosquitos are the assholes of insects,negative,LABEL_0,0.9611812829971313
"just got back from church, and I totally hate insects.",negative,LABEL_0,0.973274827003479
Just got mcdonalds goddam those eggs make me sick. O yeah Laker up date go lakers. Not much of an update? Well it's true so suck it,negative,LABEL_0,0.9598367810249329
omgg i ohhdee want mcdonalds damn i wonder if its open lol =],positive,LABEL_2,0.5929712653160095
History exam studying ugh,negative,LABEL_0,0.7413281202316284
"I hate revision, it's so boring! I am totally unprepared for my exam tomorrow :( Things are not looking good...",negative,LABEL_0,0.9841681122779846
"Higher physics exam tommorow, not lookin forward to it much :(",negative,LABEL_0,0.9370647072792053
"It's a bank holiday, yet I'm only out of work now. Exam season sucks:(",negative,LABEL_0,0.9449102282524109
Cheney and Bush are the real culprits - http://fwix.com/article/939496,negative,LABEL_0,0.8253116607666016
Life?s a bitch? and so is Dick Cheney. #p2 #bipart #tlot #tcot #hhrs #GOP #DNC http://is.gd/DjyQ,negative,LABEL_0,0.8386684656143188
"Dick Cheney's dishonest speech about torture, terror, and Obama. -Fred Kaplan Slate. http://is.gd/DiHg",negative,LABEL_0,0.743717610836029
"""The Republican party is a bunch of anti-abortion zealots who couldn't draw flies to a dump."" -- Neal Boortz (just now, on the radio)",negative,LABEL_0,0.8729945421218872
is Twitter's connections API broken? Some tweets didn't make it to Twitter...,negative,LABEL_0,0.7770733833312988
"i srsly hate the stupid twitter API timeout thing, soooo annoying!!!!! :(",negative,LABEL_0,0.9841453433036804
"@psychemedia I really liked @kswedberg's ""Learning jQuery"" book. http://bit.ly/pg0lT is worth a look too",positive,LABEL_2,0.9830999374389648
jQuery UI 1.6 Book Review - http://cfbloggers.org/?c=30631,neutral,LABEL_1,0.8843627572059631
"Very Interesting Ad from Adobe by Goodby, Silverstein &amp; Partners - YouTube - Adobe CS4: Le Sens Propre http://bit.ly/VprpT",positive,LABEL_2,0.967943549156189
Goodby Silverstein agency new site! http://www.goodbysilverstein.com/ Great!,positive,LABEL_2,0.9822596907615662
"RT @designplay Goodby, Silverstein's new site: http://www.goodbysilverstein.com/ I enjoy it. *nice find!*",positive,LABEL_2,0.9893006682395935
The ever amazing Psyop and Goodby Silverstein &amp; Partners for HP! http://bit.ly/g2rU8 Have to go play with After Effects now!,positive,LABEL_2,0.979508638381958
top ten most watched on Viral-Video Chart.  Love the nike #mostvaluablepuppets campaign from Wieden &amp; Kennedy http://bit.ly/nR1n9,positive,LABEL_2,0.9724842309951782
zomg!!! I have a G2!!!!!!!,positive,LABEL_2,0.7771338224411011
Ok so lots of buzz from IO2009 but how lucky are they - a Free G2!! http://is.gd/Hyzl,positive,LABEL_2,0.9220369458198547
just got a free G2 android at google i/o!!!,positive,LABEL_2,0.9544232487678528
Guess I'll be retiring my G1 and start using my developer G2 woot #googleio,positive,LABEL_2,0.48683425784111023
At GWT fireside chat @googleio,neutral,LABEL_1,0.905215322971344
I am happy for Philip being at GoogleIO today,positive,LABEL_2,0.9891496300697327
Lakers played great!  Cannot wait for Thursday night Lakers vs. ???,positive,LABEL_2,0.9884288907051086
"Hi there, does anyone have a great source for advice on viral marketing?... http://link.gs/YtZ8",neutral,LABEL_1,0.5988929271697998
Judd Apatow creates fake sitcom on NBC.com to market his new movie... viral marketing at its best. http://is.gd/K0yK,positive,LABEL_0,0.5478367805480957
"Here's A case study on how to use viral marketing to add over 10,000 people to your list http://snipr.com/i50oz",neutral,LABEL_1,0.5391290783882141
VIRAL MARKETING FAIL. This Acia Pills brand oughta get shut down for hacking into people's messenger's.  i get 5-6 msgs in a day! Arrrgh!,negative,LABEL_0,0.9463323354721069
watching Night at The Museum . Lmao,positive,LABEL_1,0.6356260776519775
i loved night at the museum!!!,positive,LABEL_2,0.9915814995765686
going to see the new night at the museum  movie with my family oh boy a three year old in the movies fuin,neutral,LABEL_2,0.48228928446769714
just got back from the movies.  went to see the new night at the museum with rachel.  it was good,positive,LABEL_2,0.9826270937919617
Just saw the new Night at the Museum movie...it was...okay...lol 7\10,neutral,LABEL_2,0.8847358822822571
Going to see night at the museum 2 with tall boy,neutral,LABEL_1,0.69720458984375
@shannyoday I will take you on a date to see night at the museum 2 whenever you want...it looks soooooo good,positive,LABEL_2,0.9912853837013245
no watching The Night At The Museum. Getting Really Good,positive,LABEL_2,0.9153151512145996
"Night at the Museum, Wolverine and junk food - perfect monday!",positive,LABEL_2,0.9453211426734924
saw night at the museum 2 last night.. pretty crazy movie.. but the cast was awesome so it was well worth it. Robin Williams forever!,positive,LABEL_2,0.98673415184021
I saw Night at the Museum: Battle of the Swithsonian today. It was okay. Your typical [kids] Ben Stiller movie.,neutral,LABEL_2,0.8978107571601868
Taking Katie to see Night at the Museum.  (she picked it),neutral,LABEL_1,0.7103365063667297
Night at the Museum tonite instead of UP. :( oh well. that 4 yr old better enjoy it. LOL,negative,LABEL_2,0.7196975946426392
GM says expects announcment on sale of Hummer soon - Reuters: WDSUGM says expects announcment on sale of Hummer .. http://bit.ly/4E1Fv,neutral,LABEL_1,0.6949464082717896
It's unfortunate that after the Stimulus plan was put in place twice to help GM on the back of the American people has led to the inevitable,negative,LABEL_0,0.9004797339439392
Tell me again why we are giving more $$ to GM?? We should use that $ for all the programs that support the unemployed.,negative,LABEL_0,0.5166977643966675
@jdreiss oh yes but if GM dies it will only be worth more boo hahaha,negative,LABEL_1,0.47248002886772156
Time Warner cable is down again 3rd time since Memorial Day bummer!,negative,LABEL_0,0.9389212727546692
"I would rather pay reasonable yearly taxes for ""free"" fast internet, than get gouged by Time Warner for a slow connection.",negative,LABEL_0,0.5533717274665833
NOOOOOOO my DVR just died and I was only half way through the EA presser. Hate you Time Warner,negative,LABEL_0,0.978650689125061
F*ck Time Warner Cable!!! You f*cking suck balls!!! I have a $700 HD tv &amp; my damn HD channels hardly ever come in. Bullshit!!,negative,LABEL_0,0.9840369820594788
time warner has the worse customer service ever. I will never use them again,negative,LABEL_0,0.9808551669120789
Time warner is the devil. Worst possible time for the Internet to go out.,negative,LABEL_0,0.9707129597663879
Fuck no internet damn time warner!,negative,LABEL_0,0.9670222997665405
time warner really picks the worst time to not work. all i want to do is get to mtv.com so i can watch the hills. wtfffff.,negative,LABEL_0,0.7628222107887268
I hate Time Warner! Soooo wish I had Vios. Cant watch the fricken Mets game w/o buffering. I feel like im watching free internet porn.,negative,LABEL_0,0.9796864986419678
Ahh...got rid of stupid time warner today &amp; now taking a nap while the roomies cook for me. Pretty good end for a monday :),negative,LABEL_2,0.9471465349197388
Time Warner's HD line up is crap.,negative,LABEL_0,0.9585868716239929
is being fucked by time warner cable. didnt know modems could explode. and Susan Boyle sucks too!,negative,LABEL_0,0.9752175807952881
Time Warner Cable Pulls the Plug on 'The Girlfriend Experience' - (www.tinyurl.com/m595fk),neutral,LABEL_1,0.7210363149642944
Time Warner Cable slogan: Where calling it a day at 2pm Happens.,negative,LABEL_1,0.8501042723655701
"Rocawear Heads to China, Building 300 Stores  - http://tinyurl.com/nofet3",neutral,LABEL_1,0.8979100584983826
"Climate focus turns to Beijing: The United Nations, the US and European governments have called on China to co-o.. http://tinyurl.com/lto92n",neutral,LABEL_1,0.8650318384170532
myfoxdc Barrie Students Back from Trip to China: A Silver Spring high school's class trip to China has en.. http://tinyurl.com/nlhqba,neutral,LABEL_1,0.8867984414100647
"Three China aerospace giants develop Tianjin Binhai  New Area,  22.9 B yuan invested   http://bit.ly/mMiDv",neutral,LABEL_1,0.8166390657424927
http://xi.gs/04FO GM CEO: China will continue to be key partner,neutral,LABEL_1,0.5656858682632446
RT @LATimesautos is now the time to buy a GM car? http://bit.ly/nRzlu,neutral,LABEL_1,0.8195033073425293
Recovering from surgery..wishing @julesrenner was here :(,negative,LABEL_1,0.5247762203216553
"My wrist still hurts. I have to get it looked at. I HATE the dr/dentist/scary places. :( Time to watch Eagle eye. If you want to join, txt!",positive,LABEL_0,0.9302880167961121
Dentist tomorrow. Have to brush well in the morning. Like I make my hair all nice before I get it cut. Why?,neutral,LABEL_1,0.5576906800270081
"THE DENTIST LIED! "" U WON'T FEEL ANY DISCOMORT! PROB WON'T EVEN NEED PAIN PILLS"" MAN U TWIPPIN THIS SHIT HURT!! HOW MANY PILLS CAN I TAKE!!",negative,LABEL_0,0.9392039179801941
@kirstiealley my dentist is great but she's expensive...=(,negative,LABEL_1,0.4102949798107147
@kirstiealley Pet Dentist http://www.funnyville.com/fv/pictures/dogdentures.shtml,neutral,LABEL_1,0.8306195735931396
is studing math ;) tomorrow exam and dentist :),positive,LABEL_2,0.9040804505348206
my dentist was wrong... WRONG,negative,LABEL_0,0.9572259783744812
Going to the dentist later.:|,negative,LABEL_1,0.7025884985923767
Son has me looking at cars online.  I hate car shopping.  Would rather go to the dentist!  Anyone with a good car at a good price to sell?,negative,LABEL_0,0.8463167548179626
NCAA Baseball Super Regional - Rams Club http://bit.ly/Ro7nx,neutral,LABEL_1,0.9265059232711792
just started playing Major League Baseball 2K9. http://raptr.com/H3LLGWAR,neutral,LABEL_1,0.9297862648963928
Cardinals baseball advance to Super Regionals. Face CS-Fullerton Friday.,neutral,LABEL_1,0.9173808693885803
Sony coupon code.. Expires soon.. http://www.coupondork.com/r/1796,neutral,LABEL_1,0.8411718606948853
waiting in line at safeway.,neutral,LABEL_1,0.8195953369140625
luke and i got stopped walking out of safeway and asked to empty our pockets and lift our shirts. how jacked up is that?,negative,LABEL_0,0.716568648815155
Did not realize there is a gym above Safeway!,neutral,LABEL_1,0.532692551612854
"@XPhile1908 I have three words for you: ""Safeway dot com""",neutral,LABEL_1,0.7838358879089355
Safeway is very rock n roll tonight,positive,LABEL_1,0.5710822343826294
Bout to hit safeway I gotta eat,neutral,LABEL_1,0.7796493172645569
Jake's going to safeway!,neutral,LABEL_1,0.5002220273017883
Found a safeway. Picking up a few staples.,neutral,LABEL_1,0.7332985401153564
Safeway Super-marketing via mobile coupons http://bit.ly/ONH7w,neutral,LABEL_1,0.8835650086402893
The safeway bathroom still smells like ass!,negative,LABEL_0,0.9431013464927673
"At safeway on elkhorn, they move like they're dead!",negative,LABEL_0,0.5346910357475281
Your Normal Weight (and How to Get There) ? Normal Eating Blog http://bit.ly/ZeT8O,neutral,LABEL_1,0.9113703370094299
Is Eating and Watching Movies....,neutral,LABEL_1,0.8230540752410889
eating sashimi,neutral,LABEL_1,0.7496275305747986
is eating  home made yema,neutral,LABEL_1,0.822525143623352
eating cake,neutral,LABEL_1,0.7547839879989624
i love Dwight Howard's vitamin water commercial... now i wish he was with NIKE and not adidas. lol.,positive,LABEL_2,0.955435037612915
Found NOTHING at Nike Factory :/ Off to Banana Republic Outlet! http://myloc.me/2zic,negative,LABEL_1,0.4924018979072571
iPhone May Get Radio Tagging and Nike  : Recently-released iTunes version 8.2 suggests that VoiceOver functional.. http://tinyurl.com/oq5ctc,neutral,LABEL_2,0.6067472100257874
is lovin his Nike  already and that's only from running on the spot in his bedroom,positive,LABEL_2,0.9114604592323303
Launched! http://imgsearch.net  #imgsearch #ajax #jquery #webapp,neutral,LABEL_1,0.7268552184104919
@matthewcyan I finally got around to using jquery to make my bio collapse. Yay for slide animations.,positive,LABEL_2,0.7855006456375122
RT @jquery: The Ultimate jQuery List - http://jquerylist.com/,neutral,LABEL_1,0.8208286762237549
I just extracted and open-sourced a jQuery plugin from Stormweight to highlight text with a regular expression: http://bit.ly/ybJKb,neutral,LABEL_1,0.7334926128387451
@anna_debenham what was the php jquery hack?,neutral,LABEL_1,0.8177773356437683
jQuery Cheat Sheet http://www.javascripttoolbox.com/jquery/cheatsheet/,neutral,LABEL_1,0.8180471658706665
Beginning JavaScript and CSS Development with jQuery #javascript #css #jquery http://bit.ly/TO3e5,neutral,LABEL_1,0.7715745568275452
"@PDubyaD right!!! LOL we'll get there!! I have high expectations, Warren Buffet style.",positive,LABEL_2,0.9096059203147888
"RT @blknprecious1: RT GREAT @dbroos ""Someone's sitting in the shade today because someone planted a tree a long time ago.""- Warren Buffet",positive,LABEL_1,0.6548729538917542
Warren Buffet on the economy http://ping.fm/Lau0p,neutral,LABEL_1,0.8170527815818787
"Warren Buffet became (for a time) the richest man in the United States, not by working but investing in 1 Big idea which lead to the fortune",positive,LABEL_2,0.8095839619636536
"According to the create a school, Notre Dame will have 7 receivers in NCAA 10 at 84 or higher rating :) *sweet*",positive,LABEL_2,0.8496719598770142
All-Star Basketball Classic Tuesday Features Top Talent: Chattanooga's Notre Dame High School will play host.. http://bit.ly/qltJA,neutral,LABEL_1,0.6204240918159485
@BlondeBroad it's definitely under warranty &amp; my experience is the amazon support for kindle is great! had to contact them about my kindle2,positive,LABEL_2,0.9803425669670105
"RT Look, Available !Amazon Kindle2 &amp; Kindle DX, Get it Here: http://short.to/87ub The Top Electronic Book Reader Period, free 2 day ship ...",neutral,LABEL_2,0.6976885795593262
Time Warner Road Runner customer support here absolutely blows. I hate not having other high-speed net options. I'm ready to go nuclear.,negative,LABEL_0,0.9650111198425293
Time Warner cable phone reps r dumber than nails!!!!! UGH! Cable was working 10 mins ago now its not WTF!,negative,LABEL_0,0.9631627202033997
@siratomofbones we tried but Time Warner wasn't being nice so we recorded today. :),negative,LABEL_1,0.5024628639221191
OMG - time warner f'ed up my internet install - instead of today  its now NEXT saturday - another week w/o internet! &amp;$*ehfa^V9fhg[*# fml.,negative,LABEL_0,0.8806957006454468
"wth..i have never seen a line this loooong at time warner before, ugh.",negative,LABEL_0,0.7505843043327332
Impatiently awaiting the arrival of the time warner guy. It's way too pretty to be inside all afternoon,negative,LABEL_2,0.9552240967750549
Man accosts Roger Federer during French Open http://ff.im/3HCPT,neutral,LABEL_1,0.8583028316497803
Naive Bayes using EM for Text Classification. Really Frustrating...,negative,LABEL_0,0.9442855715751648
We went to Stanford University today. Got a tour. Made me want to go back to college. It's also decided all of our kids will go there.,positive,LABEL_2,0.8574357628822327
Investigation pending on death of Stanford CS prof / Google mentor Rajeev Motwani http://bit.ly/LwOUR tip @techmeme,neutral,LABEL_1,0.6842357516288757
"I'm going to bed. It was a successful weekend. Stanford, here I come.",neutral,LABEL_2,0.923914909362793
"@KarrisFoxy If you're being harassed by calls about your car warranty, changing your number won't fix that. They call every number. #d-bags",negative,LABEL_0,0.8350031971931458
Just blocked United Blood Services using Google Voice. They call more than those Car Warranty guys.,negative,LABEL_0,0.63334721326828
#at&amp;t is complete fail.,negative,LABEL_0,0.9228013753890991
@broskiii OH SNAP YOU WORK AT AT&amp;T DON'T YOU,negative,LABEL_1,0.5513254404067993
@Mbjthegreat i really dont want AT&amp;T phone service..they suck when it comes to having a signal,negative,LABEL_0,0.9755046963691711
"I say we just cut out the small talk: AT&amp;T's new slogan: F__k you, give us your money. (Apologies to Bob Geldof.)",negative,LABEL_0,0.47429901361465454
pissed about at&amp;t's mid-contract upgrade price for the iPhone (it's $200 more) I'm not going to pay $499 for something I thought was $299,negative,LABEL_0,0.6261538863182068
Safari 4 is fast :) Even on my shitty AT&amp;T tethering.,negative,LABEL_2,0.8340270519256592
@ims What is AT&amp;T fucking up?,negative,LABEL_0,0.9505303502082825
@springsingfiend @dvyers @sethdaggett @jlshack AT&amp;T dropped the ball and isn't supporting crap with the new iPhone 3.0... FAIL #att SUCKS!!!,negative,LABEL_0,0.9741288423538208
"@MMBarnhill yay, glad you got the phone! Still, damn you, AT&amp;T.",negative,LABEL_2,0.7073110938072205
Google Wave Developer Sandbox Account Request http://bit.ly/2NYlc,neutral,LABEL_1,0.877885639667511
"Talk is Cheap: Bing that, I?ll stick with Google. http://bit.ly/XC3C8",negative,LABEL_2,0.497945100069046
"@defsounds WTF is the point of deleting tweets if they can still be found in summize and searches? Twitter, please fix that. Thanks and bye",negative,LABEL_0,0.6575309038162231
@mattcutts have google profiles stopped showing up in searches? cant see them anymore,neutral,LABEL_0,0.8114083409309387
@ArunBasilLal I love Google Translator too ! :D Good day mate !,positive,LABEL_2,0.9879828691482544
reading on my new Kindle2!,positive,LABEL_2,0.823648989200592
My Kindle2 came and I LOVE it! :),positive,LABEL_2,0.9934378266334534
"LOVING my new Kindle2.  Named her Kendra in case u were wondering. The ""cookbook"" is THE tool cuz it tells u all the tricks!  Best gift EVR!",positive,LABEL_2,0.991921067237854
The real AIG scandal / http://bit.ly/b82Px,negative,LABEL_1,0.6024414896965027
Any twitter to aprs apps yet?,neutral,LABEL_1,0.8990567922592163
45 Pros You Should Be Following on Twitter - http://is.gd/sMbZ,neutral,LABEL_1,0.7229223847389221
Obama is quite a good comedian! check out his dinner speech on CNN :) very funny jokes.,positive,LABEL_2,0.9822056889533997
"' Barack Obama shows his funny side "" &gt;&gt; http://tr.im/l0gY !! Great speech..",positive,LABEL_2,0.9496844410896301
"I like this guy : ' Barack Obama shows his funny side "" &gt;&gt; http://tr.im/l0gY !!",positive,LABEL_2,0.9118030667304993
Obama's speech was pretty awesome last night! http://bit.ly/IMXUM,positive,LABEL_2,0.9909957051277161
"Reading  ""Bill Clinton Fail - Obama Win?"" http://tinyurl.com/pcyxj7",positive,LABEL_1,0.6366706490516663
Obama More Popular Than U.S. Among Arabs: Survey: President Barack Obama's popularity in leading Arab countries .. http://tinyurl.com/prlvqu,positive,LABEL_2,0.6046123504638672
Obama's got JOKES!! haha just got to watch a bit of his after dinner speech from last night... i'm in love with mr. president ;),positive,LABEL_2,0.9886050224304199
LEbron james got in a car accident i guess..just heard it on evening news...wow i cant believe it..will he be ok ? http://twtad.com/69750,negative,LABEL_0,0.6477351188659668
is it me or is this the best the playoffs have been in years oh yea lebron and melo in the finals,positive,LABEL_2,0.9622176885604858
"@khalid0456 No, Lebron is the best",positive,LABEL_2,0.8682754635810852
@the_real_usher LeBron is cool.  I like his personality...he has good character.,positive,LABEL_2,0.9802859425544739
Watching Lebron highlights. Damn that niggas good,positive,LABEL_2,0.5319254994392395
@Lou911 Lebron is MURDERING shit.,positive,LABEL_0,0.9508602619171143
