text,expected_sentiment,model_output,confidence_score
"just got back from church, and I totally hate insects.",negative,negative,0.9358634948730469
Just got mcdonalds goddam those eggs make me sick. O yeah Laker up date go lakers. Not much of an update? Well it's true so suck it,negative,negative,0.9369200468063354
omgg i ohhdee want mcdonalds damn i wonder if its open lol =],positive,positive,0.9149130582809448
History exam studying ugh,negative,neutral,0.49775564670562744
"I hate revision, it's so boring! I am totally unprepared for my exam tomorrow :( Things are not looking good...",negative,negative,0.9555131793022156
"Higher physics exam tommorow, not lookin forward to it much :(",negative,negative,0.92538982629776
"It's a bank holiday, yet I'm only out of work now. Exam season sucks:(",negative,negative,0.911881148815155
Cheney and Bush are the real culprits - http://fwix.com/article/939496,negative,negative,0.8435166478157043
Life?s a bitch? and so is Dick Cheney. #p2 #bipart #tlot #tcot #hhrs #GOP #DNC http://is.gd/DjyQ,negative,negative,0.9043750166893005
"Dick Cheney's dishonest speech about torture, terror, and Obama. -Fred Kaplan Slate. http://is.gd/DiHg",negative,negative,0.7645734548568726
"""The Republican party is a bunch of anti-abortion zealots who couldn't draw flies to a dump."" -- Neal Boortz (just now, on the radio)",negative,negative,0.778634250164032
is Twitter's connections API broken? Some tweets didn't make it to Twitter...,negative,negative,0.7770541906356812
"i srsly hate the stupid twitter API timeout thing, soooo annoying!!!!! :(",negative,negative,0.9588878750801086
"@psychemedia I really liked @kswedberg's ""Learning jQuery"" book. http://bit.ly/pg0lT is worth a look too",positive,positive,0.9812341332435608
jQuery UI 1.6 Book Review - http://cfbloggers.org/?c=30631,neutral,neutral,0.910252571105957
"Very Interesting Ad from Adobe by Goodby, Silverstein &amp; Partners - YouTube - Adobe CS4: Le Sens Propre http://bit.ly/VprpT",positive,positive,0.9488933086395264
Goodby Silverstein agency new site! http://www.goodbysilverstein.com/ Great!,positive,positive,0.9829225540161133
"RT @designplay Goodby, Silverstein's new site: http://www.goodbysilverstein.com/ I enjoy it. *nice find!*",positive,positive,0.9866477251052856
The ever amazing Psyop and Goodby Silverstein &amp; Partners for HP! http://bit.ly/g2rU8 Have to go play with After Effects now!,positive,positive,0.9790473580360413
top ten most watched on Viral-Video Chart.  Love the nike #mostvaluablepuppets campaign from Wieden &amp; Kennedy http://bit.ly/nR1n9,positive,positive,0.9645013809204102
zomg!!! I have a G2!!!!!!!,positive,positive,0.9121113419532776
Ok so lots of buzz from IO2009 but how lucky are they - a Free G2!! http://is.gd/Hyzl,positive,positive,0.947372555732727
just got a free G2 android at google i/o!!!,positive,positive,0.9116474390029907
Guess I'll be retiring my G1 and start using my developer G2 woot #googleio,positive,positive,0.6157158613204956
At GWT fireside chat @googleio,neutral,neutral,0.9102035760879517
I am happy for Philip being at GoogleIO today,positive,positive,0.9830372929573059
Lakers played great!  Cannot wait for Thursday night Lakers vs. ???,positive,positive,0.9905883073806763
"Hi there, does anyone have a great source for advice on viral marketing?... http://link.gs/YtZ8",neutral,neutral,0.5375223159790039
Judd Apatow creates fake sitcom on NBC.com to market his new movie... viral marketing at its best. http://is.gd/K0yK,positive,negative,0.5894522070884705
"Here's A case study on how to use viral marketing to add over 10,000 people to your list http://snipr.com/i50oz",neutral,neutral,0.6218527555465698
VIRAL MARKETING FAIL. This Acia Pills brand oughta get shut down for hacking into people's messenger's.  i get 5-6 msgs in a day! Arrrgh!,negative,negative,0.9517740607261658
watching Night at The Museum . Lmao,positive,neutral,0.6848227977752686
i loved night at the museum!!!,positive,positive,0.9879944324493408
going to see the new night at the museum  movie with my family oh boy a three year old in the movies fuin,neutral,positive,0.4954245090484619
just got back from the movies.  went to see the new night at the museum with rachel.  it was good,positive,positive,0.9780640602111816
Just saw the new Night at the Museum movie...it was...okay...lol 7\10,neutral,positive,0.9460422992706299
Going to see night at the museum 2 with tall boy,neutral,neutral,0.5740154385566711
@shannyoday I will take you on a date to see night at the museum 2 whenever you want...it looks soooooo good,positive,positive,0.9789052605628967
no watching The Night At The Museum. Getting Really Good,positive,positive,0.8733243346214294
"Night at the Museum, Wolverine and junk food - perfect monday!",positive,positive,0.9720039367675781
saw night at the museum 2 last night.. pretty crazy movie.. but the cast was awesome so it was well worth it. Robin Williams forever!,positive,positive,0.9817329049110413
I saw Night at the Museum: Battle of the Swithsonian today. It was okay. Your typical [kids] Ben Stiller movie.,neutral,positive,0.8973349928855896
Taking Katie to see Night at the Museum.  (she picked it),neutral,neutral,0.5838112235069275
Night at the Museum tonite instead of UP. :( oh well. that 4 yr old better enjoy it. LOL,negative,negative,0.36566856503486633
GM says expects announcment on sale of Hummer soon - Reuters: WDSUGM says expects announcment on sale of Hummer .. http://bit.ly/4E1Fv,neutral,neutral,0.8799580931663513
It's unfortunate that after the Stimulus plan was put in place twice to help GM on the back of the American people has led to the inevitable,negative,negative,0.890213668346405
Tell me again why we are giving more $$ to GM?? We should use that $ for all the programs that support the unemployed.,negative,negative,0.6656743288040161
@jdreiss oh yes but if GM dies it will only be worth more boo hahaha,negative,neutral,0.42643675208091736
Time Warner cable is down again 3rd time since Memorial Day bummer!,negative,negative,0.9264733791351318
"I would rather pay reasonable yearly taxes for ""free"" fast internet, than get gouged by Time Warner for a slow connection.",negative,negative,0.6631030440330505
NOOOOOOO my DVR just died and I was only half way through the EA presser. Hate you Time Warner,negative,negative,0.9473949074745178
F*ck Time Warner Cable!!! You f*cking suck balls!!! I have a $700 HD tv &amp; my damn HD channels hardly ever come in. Bullshit!!,negative,negative,0.9603735208511353
time warner has the worse customer service ever. I will never use them again,negative,negative,0.9534579515457153
Time warner is the devil. Worst possible time for the Internet to go out.,negative,negative,0.9494150280952454
Fuck no internet damn time warner!,negative,negative,0.944922924041748
time warner really picks the worst time to not work. all i want to do is get to mtv.com so i can watch the hills. wtfffff.,negative,negative,0.8676175475120544
I hate Time Warner! Soooo wish I had Vios. Cant watch the fricken Mets game w/o buffering. I feel like im watching free internet porn.,negative,negative,0.9384731650352478
Ahh...got rid of stupid time warner today &amp; now taking a nap while the roomies cook for me. Pretty good end for a monday :),negative,positive,0.9578121900558472
Time Warner's HD line up is crap.,negative,negative,0.9279494285583496
is being fucked by time warner cable. didnt know modems could explode. and Susan Boyle sucks too!,negative,negative,0.9627642035484314
Time Warner Cable Pulls the Plug on 'The Girlfriend Experience' - (www.tinyurl.com/m595fk),neutral,neutral,0.928956151008606
Time Warner Cable slogan: Where calling it a day at 2pm Happens.,negative,neutral,0.8790010809898376
"Rocawear Heads to China, Building 300 Stores  - http://tinyurl.com/nofet3",neutral,neutral,0.936263382434845
"Climate focus turns to Beijing: The United Nations, the US and European governments have called on China to co-o.. http://tinyurl.com/lto92n",neutral,neutral,0.890967607498169
myfoxdc Barrie Students Back from Trip to China: A Silver Spring high school's class trip to China has en.. http://tinyurl.com/nlhqba,neutral,neutral,0.9456958770751953
"Three China aerospace giants develop Tianjin Binhai  New Area,  22.9 B yuan invested   http://bit.ly/mMiDv",neutral,neutral,0.848041296005249
http://xi.gs/04FO GM CEO: China will continue to be key partner,neutral,neutral,0.7281849384307861
RT @LATimesautos is now the time to buy a GM car? http://bit.ly/nRzlu,neutral,neutral,0.9233648180961609
Recovering from surgery..wishing @julesrenner was here :(,negative,neutral,0.40368911623954773
"My wrist still hurts. I have to get it looked at. I HATE the dr/dentist/scary places. :( Time to watch Eagle eye. If you want to join, txt!",positive,negative,0.9057514667510986
Dentist tomorrow. Have to brush well in the morning. Like I make my hair all nice before I get it cut. Why?,neutral,neutral,0.4831561744213104
"THE DENTIST LIED! "" U WON'T FEEL ANY DISCOMORT! PROB WON'T EVEN NEED PAIN PILLS"" MAN U TWIPPIN THIS SHIT HURT!! HOW MANY PILLS CAN I TAKE!!",negative,negative,0.937741219997406
@kirstiealley my dentist is great but she's expensive...=(,negative,negative,0.8625806570053101
@kirstiealley Pet Dentist http://www.funnyville.com/fv/pictures/dogdentures.shtml,neutral,neutral,0.8050940036773682
is studing math ;) tomorrow exam and dentist :),positive,positive,0.8361992835998535
my dentist was wrong... WRONG,negative,negative,0.914183497428894
Going to the dentist later.:|,negative,negative,0.7387924194335938
Son has me looking at cars online.  I hate car shopping.  Would rather go to the dentist!  Anyone with a good car at a good price to sell?,negative,negative,0.7930647730827332
NCAA Baseball Super Regional - Rams Club http://bit.ly/Ro7nx,neutral,neutral,0.9277986288070679
just started playing Major League Baseball 2K9. http://raptr.com/H3LLGWAR,neutral,neutral,0.890404999256134
Cardinals baseball advance to Super Regionals. Face CS-Fullerton Friday.,neutral,neutral,0.8089035153388977
Sony coupon code.. Expires soon.. http://www.coupondork.com/r/1796,neutral,neutral,0.4971262514591217
waiting in line at safeway.,neutral,neutral,0.8969067931175232
luke and i got stopped walking out of safeway and asked to empty our pockets and lift our shirts. how jacked up is that?,negative,negative,0.7446896433830261
Did not realize there is a gym above Safeway!,neutral,neutral,0.6705993413925171
"@XPhile1908 I have three words for you: ""Safeway dot com""",neutral,neutral,0.7646268010139465
Safeway is very rock n roll tonight,positive,neutral,0.5795547962188721
Bout to hit safeway I gotta eat,neutral,neutral,0.7191982269287109
Jake's going to safeway!,neutral,neutral,0.61732017993927
Found a safeway. Picking up a few staples.,neutral,neutral,0.5364168286323547
Safeway Super-marketing via mobile coupons http://bit.ly/ONH7w,neutral,neutral,0.8284444212913513
The safeway bathroom still smells like ass!,negative,negative,0.9291970729827881
"At safeway on elkhorn, they move like they're dead!",negative,negative,0.8057758808135986
Your Normal Weight (and How to Get There) ? Normal Eating Blog http://bit.ly/ZeT8O,neutral,neutral,0.8750917911529541
Is Eating and Watching Movies....,neutral,neutral,0.8807775974273682
eating sashimi,neutral,neutral,0.7151733636856079
is eating  home made yema,neutral,neutral,0.82152259349823
eating cake,neutral,positive,0.49043557047843933
i love Dwight Howard's vitamin water commercial... now i wish he was with NIKE and not adidas. lol.,positive,positive,0.9299719333648682
Found NOTHING at Nike Factory :/ Off to Banana Republic Outlet! http://myloc.me/2zic,negative,negative,0.8420844674110413
iPhone May Get Radio Tagging and Nike  : Recently-released iTunes version 8.2 suggests that VoiceOver functional.. http://tinyurl.com/oq5ctc,neutral,neutral,0.7003618478775024
is lovin his Nike  already and that's only from running on the spot in his bedroom,positive,positive,0.9279048442840576
Launched! http://imgsearch.net  #imgsearch #ajax #jquery #webapp,neutral,positive,0.563962996006012
@matthewcyan I finally got around to using jquery to make my bio collapse. Yay for slide animations.,positive,positive,0.8436265587806702
RT @jquery: The Ultimate jQuery List - http://jquerylist.com/,neutral,neutral,0.7088406085968018
I just extracted and open-sourced a jQuery plugin from Stormweight to highlight text with a regular expression: http://bit.ly/ybJKb,neutral,neutral,0.718024492263794
@anna_debenham what was the php jquery hack?,neutral,neutral,0.638540506362915
jQuery Cheat Sheet http://www.javascripttoolbox.com/jquery/cheatsheet/,neutral,neutral,0.8121336698532104
Beginning JavaScript and CSS Development with jQuery #javascript #css #jquery http://bit.ly/TO3e5,neutral,neutral,0.7658041715621948
"@PDubyaD right!!! LOL we'll get there!! I have high expectations, Warren Buffet style.",positive,positive,0.9491974115371704
"RT @blknprecious1: RT GREAT @dbroos ""Someone's sitting in the shade today because someone planted a tree a long time ago.""- Warren Buffet",positive,neutral,0.7779940962791443
Warren Buffet on the economy http://ping.fm/Lau0p,neutral,neutral,0.6826109886169434
"Warren Buffet became (for a time) the richest man in the United States, not by working but investing in 1 Big idea which lead to the fortune",positive,positive,0.7289314270019531
"According to the create a school, Notre Dame will have 7 receivers in NCAA 10 at 84 or higher rating :) *sweet*",positive,positive,0.9014862179756165
All-Star Basketball Classic Tuesday Features Top Talent: Chattanooga's Notre Dame High School will play host.. http://bit.ly/qltJA,neutral,neutral,0.6948474049568176
@BlondeBroad it's definitely under warranty &amp; my experience is the amazon support for kindle is great! had to contact them about my kindle2,positive,positive,0.9653783440589905
"RT Look, Available !Amazon Kindle2 &amp; Kindle DX, Get it Here: http://short.to/87ub The Top Electronic Book Reader Period, free 2 day ship ...",neutral,positive,0.6246888041496277
Time Warner Road Runner customer support here absolutely blows. I hate not having other high-speed net options. I'm ready to go nuclear.,negative,negative,0.9550896883010864
Time Warner cable phone reps r dumber than nails!!!!! UGH! Cable was working 10 mins ago now its not WTF!,negative,negative,0.9540106654167175
@siratomofbones we tried but Time Warner wasn't being nice so we recorded today. :),negative,positive,0.4973599314689636
OMG - time warner f'ed up my internet install - instead of today  its now NEXT saturday - another week w/o internet! &amp;$*ehfa^V9fhg[*# fml.,negative,negative,0.9507087469100952
"wth..i have never seen a line this loooong at time warner before, ugh.",negative,negative,0.8136183023452759
Impatiently awaiting the arrival of the time warner guy. It's way too pretty to be inside all afternoon,negative,positive,0.9488734602928162
Man accosts Roger Federer during French Open http://ff.im/3HCPT,neutral,neutral,0.9339243173599243
Naive Bayes using EM for Text Classification. Really Frustrating...,negative,negative,0.882625162601471
We went to Stanford University today. Got a tour. Made me want to go back to college. It's also decided all of our kids will go there.,positive,positive,0.8881386518478394
Investigation pending on death of Stanford CS prof / Google mentor Rajeev Motwani http://bit.ly/LwOUR tip @techmeme,neutral,neutral,0.7969328761100769
"I'm going to bed. It was a successful weekend. Stanford, here I come.",neutral,positive,0.9634472727775574
"@KarrisFoxy If you're being harassed by calls about your car warranty, changing your number won't fix that. They call every number. #d-bags",negative,negative,0.8809191584587097
Just blocked United Blood Services using Google Voice. They call more than those Car Warranty guys.,negative,negative,0.8706518411636353
#at&amp;t is complete fail.,negative,negative,0.9351410269737244
@broskiii OH SNAP YOU WORK AT AT&amp;T DON'T YOU,negative,neutral,0.8220243453979492
@Mbjthegreat i really dont want AT&amp;T phone service..they suck when it comes to having a signal,negative,negative,0.9460954070091248
"I say we just cut out the small talk: AT&amp;T's new slogan: F__k you, give us your money. (Apologies to Bob Geldof.)",negative,negative,0.7773404717445374
pissed about at&amp;t's mid-contract upgrade price for the iPhone (it's $200 more) I'm not going to pay $499 for something I thought was $299,negative,negative,0.9324617981910706
Safari 4 is fast :) Even on my shitty AT&amp;T tethering.,negative,positive,0.8453640341758728
@ims What is AT&amp;T fucking up?,negative,negative,0.947097897529602
@springsingfiend @dvyers @sethdaggett @jlshack AT&amp;T dropped the ball and isn't supporting crap with the new iPhone 3.0... FAIL #att SUCKS!!!,negative,negative,0.9578781127929688
"@MMBarnhill yay, glad you got the phone! Still, damn you, AT&amp;T.",negative,positive,0.6987258195877075
Google Wave Developer Sandbox Account Request http://bit.ly/2NYlc,neutral,neutral,0.8878575563430786
"Talk is Cheap: Bing that, I?ll stick with Google. http://bit.ly/XC3C8",negative,neutral,0.5524305105209351
"@defsounds WTF is the point of deleting tweets if they can still be found in summize and searches? Twitter, please fix that. Thanks and bye",negative,negative,0.8570457696914673
@mattcutts have google profiles stopped showing up in searches? cant see them anymore,neutral,negative,0.6237546801567078
@ArunBasilLal I love Google Translator too ! :D Good day mate !,positive,positive,0.9891314506530762
reading on my new Kindle2!,positive,positive,0.761045515537262
My Kindle2 came and I LOVE it! :),positive,positive,0.9896228313446045
"LOVING my new Kindle2.  Named her Kendra in case u were wondering. The ""cookbook"" is THE tool cuz it tells u all the tricks!  Best gift EVR!",positive,positive,0.9862751960754395
The real AIG scandal / http://bit.ly/b82Px,negative,neutral,0.7326225638389587
Any twitter to aprs apps yet?,neutral,neutral,0.8878646492958069
45 Pros You Should Be Following on Twitter - http://is.gd/sMbZ,neutral,neutral,0.579248309135437
Obama is quite a good comedian! check out his dinner speech on CNN :) very funny jokes.,positive,positive,0.9830467104911804
"' Barack Obama shows his funny side "" &gt;&gt; http://tr.im/l0gY !! Great speech..",positive,positive,0.9834486842155457
"I like this guy : ' Barack Obama shows his funny side "" &gt;&gt; http://tr.im/l0gY !!",positive,positive,0.9717459678649902
Obama's speech was pretty awesome last night! http://bit.ly/IMXUM,positive,positive,0.9841665029525757
"Reading  ""Bill Clinton Fail - Obama Win?"" http://tinyurl.com/pcyxj7",positive,neutral,0.8727818131446838
Obama More Popular Than U.S. Among Arabs: Survey: President Barack Obama's popularity in leading Arab countries .. http://tinyurl.com/prlvqu,positive,neutral,0.5484086871147156
Obama's got JOKES!! haha just got to watch a bit of his after dinner speech from last night... i'm in love with mr. president ;),positive,positive,0.9860718846321106
LEbron james got in a car accident i guess..just heard it on evening news...wow i cant believe it..will he be ok ? http://twtad.com/69750,negative,negative,0.7742084860801697
is it me or is this the best the playoffs have been in years oh yea lebron and melo in the finals,positive,positive,0.966239333152771
"@khalid0456 No, Lebron is the best",positive,positive,0.8236837387084961
@the_real_usher LeBron is cool.  I like his personality...he has good character.,positive,positive,0.9289321899414062
Watching Lebron highlights. Damn that niggas good,positive,positive,0.876801609992981
@Lou911 Lebron is MURDERING shit.,positive,negative,0.9041563272476196
@uscsports21 LeBron is a monsta and he is only 24. SMH The world ain't ready.,positive,negative,0.5227180123329163
@cthagod when Lebron is done in the NBA he will probably be greater than Kobe. Like u said Kobe is good but there alot of 'good' players.,positive,positive,0.49399325251579285
KOBE IS GOOD BT LEBRON HAS MY VOTE,positive,positive,0.8782939910888672
Kobe is the best in the world not lebron .,negative,positive,0.5370296835899353
"@asherroth World Cup 2010 Access?? Damn, that's a good look!",positive,positive,0.9550485610961914
Just bought my tickets for the 2010 FIFA World Cup in South Africa. Its going to be a great summer. http://bit.ly/9GEZI,positive,positive,0.976592481136322
Share: Disruption...Fred Wilson's slides for his talk at Google HQ  http://bit.ly/Bo8PG,neutral,neutral,0.9248051643371582
I have to go to Booz Allen Hamilton for a 2hr meeting :(  But then i get to go home :),negative,neutral,0.4044448733329773
"The great Indian tamasha truly will unfold from May 16, the result day for Indian General Election.",positive,positive,0.7968887686729431
"@crlane I have the Kindle2. I've seen pictures of the DX, but haven't seen it in person. I love my Kindle - I'm on it everyday.",positive,positive,0.909168541431427
@criticalpath Such an awesome idea - the  continual learning program with a Kindle2  http://bit.ly/1ZLfF,positive,positive,0.9860036969184875
ok.. do nothing.. just thinking about 40D,neutral,neutral,0.7624850273132324
"@faithbabywear Ooooh, what model are you getting??? I have the 40D and LOVE LOVE LOVE LOVE it!",positive,positive,0.9877378940582275
The Times of India: The wonder that is India's election. http://bit.ly/p7u1H,positive,positive,0.576887309551239
http://is.gd/ArUJ Good video from Google on using search options.,positive,positive,0.960656464099884
@ambcharlesfield lol. Ah my skin is itchy :( damn lawnmowing.,negative,negative,0.891874372959137
itchy back!! dont ya hate it!,negative,negative,0.7286460995674133
Stanford Charity Fashion Show a top draw http://cli.gs/NeNuAH,positive,positive,0.6159480810165405
Stanford University?s Facebook Profile is One of the Most Popular Official University Pages - http://tinyurl.com/p5b3fl,positive,positive,0.9238073825836182
Lyx is cool.,positive,positive,0.8716813325881958
