text,expected_sentiment,model_output,confidence_score
downloading apps for my iphone! So much fun :-) There literally is an app for just about anything.,positive,positive,0.8810241222381592
"good news, just had a call from the Visa office, saying everything is fine.....what a relief! I am sick of scams out there! Stealing!",positive,positive,0.5557136535644531
http://twurl.nl/epkr4b - awesome come back from @biz (via @fredwilson),positive,positive,0.8702563643455505
In montreal for a long weekend of R&amp;R. Much needed.,positive,positive,0.613954484462738
Booz Allen Hamilton has a bad ass homegrown social collaboration platform. Way cool!  #ttiv,positive,positive,0.7307747602462769
[#MLUC09] Customer Innovation Award Winner: Booz Allen Hamilton -- http://ping.fm/c2hPP,positive,neutral,0.7970632314682007
"@SoChi2 I current use the Nikon D90 and love it, but not as much as the Canon 40D/50D. I chose the D90 for the  video feature. My mistake.",positive,negative,0.7364104986190796
need suggestions for a good IR filter for my canon 40D ... got some? pls DM,neutral,neutral,0.6911448836326599
@surfit: I just checked my google for my business- blip shows up as the second entry! Huh. Is that a good or ba... ? http://blip.fm/~6emhv,neutral,negative,0.5485116243362427
"@phyreman9 Google is always a good place to look. Should've mentioned I worked on the Mustang w/ my Dad, @KimbleT.",positive,positive,0.862099289894104
Played with an android google phone. The slide out screen scares me I would break that fucker so fast. Still prefer my iPhone.,negative,negative,0.942409336566925
US planning to resume the military tribunals at Guantanamo Bay... only this time those on trial will be AIG execs and Chrysler debt holders,negative,neutral,0.647290050983429
omg so bored &amp; my tattoooos are so itchy!!  help! aha =),negative,negative,0.6077888607978821
I'm itchy and miserable!,negative,negative,0.9180175065994263
"@sekseemess no. I'm not itchy for now. Maybe later, lol.",negative,neutral,0.4487259089946747
RT @jessverr I love the nerdy Stanford human biology videos - makes me miss school. http://bit.ly/13t7NR,positive,positive,0.6745017170906067
"@spinuzzi: Has been a bit crazy, with steep learning curve, but LyX is really good for long docs. For anything shorter, it would be insane.",positive,positive,0.689521074295044
"I'm listening to ""P.Y.T"" by Danny Gokey &lt;3 &lt;3 &lt;3 Aww, he's so amazing. I &lt;3 him so much :)",positive,positive,0.900949239730835
is going to sleep then on a bike ride:],positive,neutral,0.6067380309104919
cant sleep... my tooth is aching.,negative,negative,0.8978036046028137
"Blah, blah, blah same old same old. No plans today, going back to sleep I guess.",negative,negative,0.8265175223350525
"glad i didnt do Bay to Breakers today, it's 1000 freaking degrees in San Francisco wtf",negative,negative,0.8888541460037231
is in San Francisco at Bay to Breakers.,neutral,neutral,0.8705887794494629
just landed at San Francisco,neutral,neutral,0.7861520648002625
San Francisco today.  Any suggestions?,neutral,neutral,0.7550473213195801
?Obama Administration Must Stop Bonuses to AIG Ponzi Schemers ... http://bit.ly/2CUIg,negative,negative,0.6508393287658691
started to think that Citi is in really deep s&amp;^t. Are they gonna survive the turmoil or are they gonna be the next AIG?,negative,negative,0.8531501889228821
ShaunWoo hate'n on AiG,negative,negative,0.8424927592277527
@YarnThing you will not regret going to see Star Trek. It was AWESOME!,positive,positive,0.9368119835853577
On my way to see Star Trek @ The Esquire.,neutral,neutral,0.6481537222862244
Going to see star trek soon with my dad.,neutral,positive,0.5882811546325684
annoying new trend on the internets:  people picking apart michael lewis and malcolm gladwell.  nobody wants to read that.,negative,negative,0.9389837980270386
Bill Simmons in conversation with Malcolm Gladwell http://bit.ly/j9o50,neutral,neutral,0.8182061910629272
Highly recommend: http://tinyurl.com/HowDavidBeatsGoliath by Malcolm Gladwell,positive,neutral,0.5829548835754395
Blink by malcolm gladwell amazing book and The tipping point!,positive,positive,0.901134192943573
Malcolm Gladwell might be my new man crush,positive,neutral,0.5902242660522461
omg. The commercials alone on ESPN are going to drive me nuts.,negative,negative,0.9034199118614197
@robmalon Playing with Twitter API sounds fun.  May need to take a class or find a new friend who like to generate results with API code.,positive,positive,0.7521911263465881
playing with cURL and the Twitter API,neutral,neutral,0.7441365122795105
Hello Twitter API ;),positive,positive,0.7494050860404968
playing with Java and the Twitter API,neutral,neutral,0.7461267113685608
@morind45 Because the twitter api is slow and most client's aren't good.,negative,negative,0.8699362874031067
yahoo answers can be a butt sometimes,negative,negative,0.9324630498886108
is scrapbooking with Nic =D,positive,positive,0.8026254773139954
RT @mashable: Five Things Wolfram Alpha Does Better (And Vastly Different) Than Google - http://bit.ly/6nSnR,positive,positive,0.5474058985710144
just changed my default pic to a Nike basketball cause bball is awesome!!!!!,positive,positive,0.8147739768028259
"Nike owns NBA Playoffs ads w/ LeBron, Kobe, Carmelo? http://ow.ly/7Uiy  #Adidas #Billups #Howard  #Marketing #Branding",neutral,neutral,0.6928829550743103
"'Next time, I'll call myself Nike'",neutral,neutral,0.7172495722770691
New blog post: Nike SB Dunk Low Premium 'White Gum' http://tr.im/lOtT,neutral,neutral,0.897151529788971
RT @SmartChickPDX: Was just told that Nike layoffs started today :-(,negative,negative,0.8798653483390808
Back when I worked for Nike we had one fav word : JUST DO IT! :),positive,positive,0.7864989042282104
"By the way, I'm totally inspired by this freaky Nike commercial: http://snurl.com/icgj9",positive,positive,0.7620778679847717
"giving weka an app engine interface, using the bird strike data for the tests, the logo is a given.",neutral,neutral,0.5380226969718933
"Brand New Canon EOS 50D 15MP DSLR Camera Canon 17-85mm IS Lens ...: Web Technology Thread, Brand New Canon EOS 5.. http://u.mavrev.com/5a3t",neutral,neutral,0.825993001461029
Class... The 50d is supposed to come today :),positive,positive,0.8542574048042297
needs someone to explain lambda calculus to him! :(,negative,negative,0.8690183162689209
Took the Graduate Field Exam for Computer Science today.  Nothing makes you feel like more of an idiot than lambda calculus.,negative,negative,0.845186173915863
SHOUT OUTS TO ALL EAST PALO ALTO FOR BEING IN THE BUILDIN KARIZMAKAZE 50CAL GTA! ALSO THANKS TO PROFITS OF DOOM UNIVERSAL HEMPZ CRACKA......,positive,positive,0.5103903412818909
"@legalgeekery Yeahhhhhhhhh, I wouldn't really have lived in East Palo Alto if I could have avoided it.  I guess it's only for the summer.",negative,negative,0.6721770763397217
@accannis @edog1203 Great Stanford course. Thanks for making it available to the public! Really helpful and informative for starting off!,positive,positive,0.8982857465744019
"NVIDIA Names Stanford's Bill Dally Chief Scientist, VP Of Research http://bit.ly/Fvvg9",neutral,neutral,0.8145148754119873
New blog post: Harvard Versus Stanford - Who Wins? http://bit.ly/MCoCo,neutral,neutral,0.8686044216156006
@ work til 6pm... lets go lakers!!!,positive,positive,0.6839191913604736
Damn you North Korea. http://bit.ly/KtMeQ,negative,negative,0.8635974526405334
Can we just go ahead and blow North Korea off the map already?,negative,negative,0.7605953812599182
"North Korea, please cease this douchebaggery. China doesn't even like you anymore. http://bit.ly/NeHSl",negative,negative,0.9127374887466431
Why the hell is Pelosi in freakin China? and on whose dime?,negative,negative,0.856233537197113
"Are YOU burning more cash $$$ than Chrysler and GM? Stop the financial tsunami. Where ""bailout"" means taking a handout!",negative,negative,0.8291606903076172
insects have infected my spinach plant :(,negative,negative,0.9398648738861084
wish i could catch every mosquito in the world n burn em slowly.they been bitin the shit outta me 2day.mosquitos are the assholes of insects,negative,negative,0.9483600854873657
"just got back from church, and I totally hate insects.",negative,negative,0.944404125213623
Just got mcdonalds goddam those eggs make me sick. O yeah Laker up date go lakers. Not much of an update? Well it's true so suck it,negative,negative,0.9506132006645203
omgg i ohhdee want mcdonalds damn i wonder if its open lol =],positive,positive,0.5649071335792542
History exam studying ugh,negative,negative,0.7122970819473267
"I hate revision, it's so boring! I am totally unprepared for my exam tomorrow :( Things are not looking good...",negative,negative,0.9508023858070374
"Higher physics exam tommorow, not lookin forward to it much :(",negative,negative,0.8797719478607178
"It's a bank holiday, yet I'm only out of work now. Exam season sucks:(",negative,negative,0.9353229999542236
Cheney and Bush are the real culprits - http://fwix.com/article/939496,negative,negative,0.8256233930587769
Life?s a bitch? and so is Dick Cheney. #p2 #bipart #tlot #tcot #hhrs #GOP #DNC http://is.gd/DjyQ,negative,negative,0.8248609304428101
"Dick Cheney's dishonest speech about torture, terror, and Obama. -Fred Kaplan Slate. http://is.gd/DiHg",negative,negative,0.8940761685371399
"""The Republican party is a bunch of anti-abortion zealots who couldn't draw flies to a dump."" -- Neal Boortz (just now, on the radio)",negative,negative,0.8842336535453796
is Twitter's connections API broken? Some tweets didn't make it to Twitter...,negative,negative,0.8212360143661499
"i srsly hate the stupid twitter API timeout thing, soooo annoying!!!!! :(",negative,negative,0.9581841230392456
"@psychemedia I really liked @kswedberg's ""Learning jQuery"" book. http://bit.ly/pg0lT is worth a look too",positive,positive,0.810048520565033
jQuery UI 1.6 Book Review - http://cfbloggers.org/?c=30631,neutral,neutral,0.8959810137748718
"Very Interesting Ad from Adobe by Goodby, Silverstein &amp; Partners - YouTube - Adobe CS4: Le Sens Propre http://bit.ly/VprpT",positive,positive,0.6681450605392456
Goodby Silverstein agency new site! http://www.goodbysilverstein.com/ Great!,positive,positive,0.8736046552658081
"RT @designplay Goodby, Silverstein's new site: http://www.goodbysilverstein.com/ I enjoy it. *nice find!*",positive,positive,0.9015550017356873
The ever amazing Psyop and Goodby Silverstein &amp; Partners for HP! http://bit.ly/g2rU8 Have to go play with After Effects now!,positive,positive,0.8279480338096619
top ten most watched on Viral-Video Chart.  Love the nike #mostvaluablepuppets campaign from Wieden &amp; Kennedy http://bit.ly/nR1n9,positive,positive,0.8424583673477173
zomg!!! I have a G2!!!!!!!,positive,positive,0.5506623983383179
Ok so lots of buzz from IO2009 but how lucky are they - a Free G2!! http://is.gd/Hyzl,positive,positive,0.7320164442062378
just got a free G2 android at google i/o!!!,positive,positive,0.6050976514816284
Guess I'll be retiring my G1 and start using my developer G2 woot #googleio,positive,positive,0.5981723070144653
At GWT fireside chat @googleio,neutral,neutral,0.87298184633255
I am happy for Philip being at GoogleIO today,positive,positive,0.9292696118354797
Lakers played great!  Cannot wait for Thursday night Lakers vs. ???,positive,positive,0.9062144756317139
"Hi there, does anyone have a great source for advice on viral marketing?... http://link.gs/YtZ8",neutral,neutral,0.7461991310119629
Judd Apatow creates fake sitcom on NBC.com to market his new movie... viral marketing at its best. http://is.gd/K0yK,positive,neutral,0.4319104850292206
"Here's A case study on how to use viral marketing to add over 10,000 people to your list http://snipr.com/i50oz",neutral,neutral,0.5713732838630676
VIRAL MARKETING FAIL. This Acia Pills brand oughta get shut down for hacking into people's messenger's.  i get 5-6 msgs in a day! Arrrgh!,negative,negative,0.9531722664833069
watching Night at The Museum . Lmao,positive,neutral,0.5011374950408936
i loved night at the museum!!!,positive,positive,0.9007551074028015
going to see the new night at the museum  movie with my family oh boy a three year old in the movies fuin,neutral,neutral,0.40881988406181335
just got back from the movies.  went to see the new night at the museum with rachel.  it was good,positive,positive,0.8460274934768677
Just saw the new Night at the Museum movie...it was...okay...lol 7\10,neutral,positive,0.8221948146820068
Going to see night at the museum 2 with tall boy,neutral,neutral,0.6404898166656494
@shannyoday I will take you on a date to see night at the museum 2 whenever you want...it looks soooooo good,positive,positive,0.8190839886665344
no watching The Night At The Museum. Getting Really Good,positive,positive,0.8790019154548645
"Night at the Museum, Wolverine and junk food - perfect monday!",positive,positive,0.875336229801178
saw night at the museum 2 last night.. pretty crazy movie.. but the cast was awesome so it was well worth it. Robin Williams forever!,positive,positive,0.9075433015823364
I saw Night at the Museum: Battle of the Swithsonian today. It was okay. Your typical [kids] Ben Stiller movie.,neutral,positive,0.6745424270629883
Taking Katie to see Night at the Museum.  (she picked it),neutral,positive,0.5603302121162415
Night at the Museum tonite instead of UP. :( oh well. that 4 yr old better enjoy it. LOL,negative,negative,0.9005360007286072
GM says expects announcment on sale of Hummer soon - Reuters: WDSUGM says expects announcment on sale of Hummer .. http://bit.ly/4E1Fv,neutral,neutral,0.7672256827354431
It's unfortunate that after the Stimulus plan was put in place twice to help GM on the back of the American people has led to the inevitable,negative,negative,0.9027681946754456
Tell me again why we are giving more $$ to GM?? We should use that $ for all the programs that support the unemployed.,negative,negative,0.5501073002815247
@jdreiss oh yes but if GM dies it will only be worth more boo hahaha,negative,positive,0.6851244568824768
Time Warner cable is down again 3rd time since Memorial Day bummer!,negative,negative,0.9400351047515869
"I would rather pay reasonable yearly taxes for ""free"" fast internet, than get gouged by Time Warner for a slow connection.",negative,negative,0.7729156613349915
NOOOOOOO my DVR just died and I was only half way through the EA presser. Hate you Time Warner,negative,negative,0.939486563205719
F*ck Time Warner Cable!!! You f*cking suck balls!!! I have a $700 HD tv &amp; my damn HD channels hardly ever come in. Bullshit!!,negative,negative,0.9456580281257629
time warner has the worse customer service ever. I will never use them again,negative,negative,0.9461846351623535
Time warner is the devil. Worst possible time for the Internet to go out.,negative,negative,0.9501708149909973
Fuck no internet damn time warner!,negative,negative,0.8164833784103394
time warner really picks the worst time to not work. all i want to do is get to mtv.com so i can watch the hills. wtfffff.,negative,negative,0.893057107925415
I hate Time Warner! Soooo wish I had Vios. Cant watch the fricken Mets game w/o buffering. I feel like im watching free internet porn.,negative,negative,0.9462197422981262
Ahh...got rid of stupid time warner today &amp; now taking a nap while the roomies cook for me. Pretty good end for a monday :),negative,positive,0.7834715843200684
Time Warner's HD line up is crap.,negative,negative,0.9227206110954285
is being fucked by time warner cable. didnt know modems could explode. and Susan Boyle sucks too!,negative,negative,0.9544816613197327
Time Warner Cable Pulls the Plug on 'The Girlfriend Experience' - (www.tinyurl.com/m595fk),neutral,neutral,0.8452008366584778
Time Warner Cable slogan: Where calling it a day at 2pm Happens.,negative,neutral,0.8808922171592712
"Rocawear Heads to China, Building 300 Stores  - http://tinyurl.com/nofet3",neutral,neutral,0.6932565569877625
"Climate focus turns to Beijing: The United Nations, the US and European governments have called on China to co-o.. http://tinyurl.com/lto92n",neutral,neutral,0.612542450428009
myfoxdc Barrie Students Back from Trip to China: A Silver Spring high school's class trip to China has en.. http://tinyurl.com/nlhqba,neutral,neutral,0.747721791267395
"Three China aerospace giants develop Tianjin Binhai  New Area,  22.9 B yuan invested   http://bit.ly/mMiDv",neutral,neutral,0.577812910079956
http://xi.gs/04FO GM CEO: China will continue to be key partner,neutral,positive,0.5037419199943542
RT @LATimesautos is now the time to buy a GM car? http://bit.ly/nRzlu,neutral,neutral,0.8366407752037048
Recovering from surgery..wishing @julesrenner was here :(,negative,negative,0.8965556621551514
"My wrist still hurts. I have to get it looked at. I HATE the dr/dentist/scary places. :( Time to watch Eagle eye. If you want to join, txt!",positive,negative,0.9346286654472351
Dentist tomorrow. Have to brush well in the morning. Like I make my hair all nice before I get it cut. Why?,neutral,negative,0.4982968270778656
"THE DENTIST LIED! "" U WON'T FEEL ANY DISCOMORT! PROB WON'T EVEN NEED PAIN PILLS"" MAN U TWIPPIN THIS SHIT HURT!! HOW MANY PILLS CAN I TAKE!!",negative,negative,0.875282347202301
@kirstiealley my dentist is great but she's expensive...=(,negative,negative,0.9068312644958496
@kirstiealley Pet Dentist http://www.funnyville.com/fv/pictures/dogdentures.shtml,neutral,neutral,0.7654649019241333
is studing math ;) tomorrow exam and dentist :),positive,positive,0.7061742544174194
my dentist was wrong... WRONG,negative,negative,0.896004855632782
Going to the dentist later.:|,negative,negative,0.790294885635376
Son has me looking at cars online.  I hate car shopping.  Would rather go to the dentist!  Anyone with a good car at a good price to sell?,negative,negative,0.847144365310669
NCAA Baseball Super Regional - Rams Club http://bit.ly/Ro7nx,neutral,neutral,0.8765159249305725
just started playing Major League Baseball 2K9. http://raptr.com/H3LLGWAR,neutral,neutral,0.7372696399688721
Cardinals baseball advance to Super Regionals. Face CS-Fullerton Friday.,neutral,neutral,0.5359649658203125
Sony coupon code.. Expires soon.. http://www.coupondork.com/r/1796,neutral,neutral,0.7945842146873474
waiting in line at safeway.,neutral,neutral,0.8245935440063477
luke and i got stopped walking out of safeway and asked to empty our pockets and lift our shirts. how jacked up is that?,negative,negative,0.7892067432403564
Did not realize there is a gym above Safeway!,neutral,neutral,0.5970389246940613
"@XPhile1908 I have three words for you: ""Safeway dot com""",neutral,neutral,0.7965395450592041
Safeway is very rock n roll tonight,positive,positive,0.8661404252052307
Bout to hit safeway I gotta eat,neutral,neutral,0.6622315049171448
Jake's going to safeway!,neutral,positive,0.479280561208725
Found a safeway. Picking up a few staples.,neutral,neutral,0.5597123503684998
Safeway Super-marketing via mobile coupons http://bit.ly/ONH7w,neutral,neutral,0.886401355266571
The safeway bathroom still smells like ass!,negative,negative,0.9339109659194946
"At safeway on elkhorn, they move like they're dead!",negative,negative,0.8678127527236938
Your Normal Weight (and How to Get There) ? Normal Eating Blog http://bit.ly/ZeT8O,neutral,neutral,0.8753990530967712
Is Eating and Watching Movies....,neutral,neutral,0.7198627591133118
eating sashimi,neutral,neutral,0.39846935868263245
is eating  home made yema,neutral,neutral,0.45269232988357544
eating cake,neutral,neutral,0.464846670627594
i love Dwight Howard's vitamin water commercial... now i wish he was with NIKE and not adidas. lol.,positive,positive,0.676433265209198
Found NOTHING at Nike Factory :/ Off to Banana Republic Outlet! http://myloc.me/2zic,negative,negative,0.7396271824836731
iPhone May Get Radio Tagging and Nike  : Recently-released iTunes version 8.2 suggests that VoiceOver functional.. http://tinyurl.com/oq5ctc,neutral,neutral,0.6281303763389587
is lovin his Nike  already and that's only from running on the spot in his bedroom,positive,positive,0.483256459236145
Launched! http://imgsearch.net  #imgsearch #ajax #jquery #webapp,neutral,neutral,0.7113215923309326
@matthewcyan I finally got around to using jquery to make my bio collapse. Yay for slide animations.,positive,positive,0.7056204080581665
RT @jquery: The Ultimate jQuery List - http://jquerylist.com/,neutral,neutral,0.7835251092910767
I just extracted and open-sourced a jQuery plugin from Stormweight to highlight text with a regular expression: http://bit.ly/ybJKb,neutral,neutral,0.6379759311676025
@anna_debenham what was the php jquery hack?,neutral,neutral,0.6893996000289917
jQuery Cheat Sheet http://www.javascripttoolbox.com/jquery/cheatsheet/,neutral,neutral,0.8110026717185974
Beginning JavaScript and CSS Development with jQuery #javascript #css #jquery http://bit.ly/TO3e5,neutral,neutral,0.8146045804023743
"@PDubyaD right!!! LOL we'll get there!! I have high expectations, Warren Buffet style.",positive,positive,0.8239290714263916
"RT @blknprecious1: RT GREAT @dbroos ""Someone's sitting in the shade today because someone planted a tree a long time ago.""- Warren Buffet",positive,positive,0.47399595379829407
Warren Buffet on the economy http://ping.fm/Lau0p,neutral,neutral,0.8351182341575623
"Warren Buffet became (for a time) the richest man in the United States, not by working but investing in 1 Big idea which lead to the fortune",positive,positive,0.6278793811798096
"According to the create a school, Notre Dame will have 7 receivers in NCAA 10 at 84 or higher rating :) *sweet*",positive,positive,0.7677632570266724
All-Star Basketball Classic Tuesday Features Top Talent: Chattanooga's Notre Dame High School will play host.. http://bit.ly/qltJA,neutral,neutral,0.809168815612793
@BlondeBroad it's definitely under warranty &amp; my experience is the amazon support for kindle is great! had to contact them about my kindle2,positive,positive,0.44169026613235474
"RT Look, Available !Amazon Kindle2 &amp; Kindle DX, Get it Here: http://short.to/87ub The Top Electronic Book Reader Period, free 2 day ship ...",neutral,neutral,0.7845521569252014
Time Warner Road Runner customer support here absolutely blows. I hate not having other high-speed net options. I'm ready to go nuclear.,negative,negative,0.8686830401420593
Time Warner cable phone reps r dumber than nails!!!!! UGH! Cable was working 10 mins ago now its not WTF!,negative,negative,0.9106683731079102
@siratomofbones we tried but Time Warner wasn't being nice so we recorded today. :),negative,positive,0.5225902795791626
OMG - time warner f'ed up my internet install - instead of today  its now NEXT saturday - another week w/o internet! &amp;$*ehfa^V9fhg[*# fml.,negative,negative,0.6588183045387268
"wth..i have never seen a line this loooong at time warner before, ugh.",negative,negative,0.6586970090866089
Impatiently awaiting the arrival of the time warner guy. It's way too pretty to be inside all afternoon,negative,positive,0.6981369256973267
Man accosts Roger Federer during French Open http://ff.im/3HCPT,neutral,neutral,0.7605504393577576
Naive Bayes using EM for Text Classification. Really Frustrating...,negative,negative,0.9551316499710083
We went to Stanford University today. Got a tour. Made me want to go back to college. It's also decided all of our kids will go there.,positive,positive,0.8048815131187439
Investigation pending on death of Stanford CS prof / Google mentor Rajeev Motwani http://bit.ly/LwOUR tip @techmeme,neutral,negative,0.6920452117919922
"I'm going to bed. It was a successful weekend. Stanford, here I come.",neutral,positive,0.8255796432495117
"@KarrisFoxy If you're being harassed by calls about your car warranty, changing your number won't fix that. They call every number. #d-bags",negative,negative,0.9007222056388855
Just blocked United Blood Services using Google Voice. They call more than those Car Warranty guys.,negative,negative,0.7530744671821594
#at&amp;t is complete fail.,negative,negative,0.9542833566665649
@broskiii OH SNAP YOU WORK AT AT&amp;T DON'T YOU,negative,negative,0.8305262327194214
@Mbjthegreat i really dont want AT&amp;T phone service..they suck when it comes to having a signal,negative,negative,0.9366368055343628
"I say we just cut out the small talk: AT&amp;T's new slogan: F__k you, give us your money. (Apologies to Bob Geldof.)",negative,negative,0.6175575852394104
pissed about at&amp;t's mid-contract upgrade price for the iPhone (it's $200 more) I'm not going to pay $499 for something I thought was $299,negative,negative,0.9222357273101807
Safari 4 is fast :) Even on my shitty AT&amp;T tethering.,negative,positive,0.6951679587364197
@ims What is AT&amp;T fucking up?,negative,negative,0.8369981646537781
@springsingfiend @dvyers @sethdaggett @jlshack AT&amp;T dropped the ball and isn't supporting crap with the new iPhone 3.0... FAIL #att SUCKS!!!,negative,negative,0.9457347989082336
"@MMBarnhill yay, glad you got the phone! Still, damn you, AT&amp;T.",negative,positive,0.9011849761009216
Google Wave Developer Sandbox Account Request http://bit.ly/2NYlc,neutral,neutral,0.9063903093338013
"Talk is Cheap: Bing that, I?ll stick with Google. http://bit.ly/XC3C8",negative,negative,0.5388219356536865
"@defsounds WTF is the point of deleting tweets if they can still be found in summize and searches? Twitter, please fix that. Thanks and bye",negative,negative,0.9181521534919739
@mattcutts have google profiles stopped showing up in searches? cant see them anymore,neutral,negative,0.8681692481040955
@ArunBasilLal I love Google Translator too ! :D Good day mate !,positive,positive,0.8702688813209534
reading on my new Kindle2!,positive,positive,0.5047008991241455
My Kindle2 came and I LOVE it! :),positive,positive,0.9187412858009338
"LOVING my new Kindle2.  Named her Kendra in case u were wondering. The ""cookbook"" is THE tool cuz it tells u all the tricks!  Best gift EVR!",positive,positive,0.8794915676116943
The real AIG scandal / http://bit.ly/b82Px,negative,neutral,0.5815218687057495
Any twitter to aprs apps yet?,neutral,neutral,0.8518401384353638
45 Pros You Should Be Following on Twitter - http://is.gd/sMbZ,neutral,neutral,0.7417117357254028
Obama is quite a good comedian! check out his dinner speech on CNN :) very funny jokes.,positive,positive,0.9015538692474365
"' Barack Obama shows his funny side "" &gt;&gt; http://tr.im/l0gY !! Great speech..",positive,positive,0.7759102582931519
"I like this guy : ' Barack Obama shows his funny side "" &gt;&gt; http://tr.im/l0gY !!",positive,positive,0.651477575302124
Obama's speech was pretty awesome last night! http://bit.ly/IMXUM,positive,positive,0.9028249382972717
"Reading  ""Bill Clinton Fail - Obama Win?"" http://tinyurl.com/pcyxj7",positive,neutral,0.5550017952919006
Obama More Popular Than U.S. Among Arabs: Survey: President Barack Obama's popularity in leading Arab countries .. http://tinyurl.com/prlvqu,positive,neutral,0.6453631520271301
Obama's got JOKES!! haha just got to watch a bit of his after dinner speech from last night... i'm in love with mr. president ;),positive,positive,0.8540973663330078
LEbron james got in a car accident i guess..just heard it on evening news...wow i cant believe it..will he be ok ? http://twtad.com/69750,negative,negative,0.5222716331481934
is it me or is this the best the playoffs have been in years oh yea lebron and melo in the finals,positive,positive,0.7321797013282776
"@khalid0456 No, Lebron is the best",positive,positive,0.704695463180542
@the_real_usher LeBron is cool.  I like his personality...he has good character.,positive,positive,0.9043774008750916
Watching Lebron highlights. Damn that niggas good,positive,positive,0.9053945541381836
@Lou911 Lebron is MURDERING shit.,positive,negative,0.9426802396774292
@uscsports21 LeBron is a monsta and he is only 24. SMH The world ain't ready.,positive,negative,0.9467641711235046
@cthagod when Lebron is done in the NBA he will probably be greater than Kobe. Like u said Kobe is good but there alot of 'good' players.,positive,positive,0.5544421672821045
KOBE IS GOOD BT LEBRON HAS MY VOTE,positive,positive,0.8967301249504089
Kobe is the best in the world not lebron .,negative,neutral,0.4250417649745941
"@asherroth World Cup 2010 Access?? Damn, that's a good look!",positive,positive,0.9173275232315063
Just bought my tickets for the 2010 FIFA World Cup in South Africa. Its going to be a great summer. http://bit.ly/9GEZI,positive,positive,0.8738614916801453
Share: Disruption...Fred Wilson's slides for his talk at Google HQ  http://bit.ly/Bo8PG,neutral,negative,0.675858199596405
I have to go to Booz Allen Hamilton for a 2hr meeting :(  But then i get to go home :),negative,negative,0.6281744241714478
"The great Indian tamasha truly will unfold from May 16, the result day for Indian General Election.",positive,positive,0.5927383899688721
"@crlane I have the Kindle2. I've seen pictures of the DX, but haven't seen it in person. I love my Kindle - I'm on it everyday.",positive,positive,0.7778807878494263
@criticalpath Such an awesome idea - the  continual learning program with a Kindle2  http://bit.ly/1ZLfF,positive,positive,0.8309868574142456
ok.. do nothing.. just thinking about 40D,neutral,neutral,0.5604976415634155
"@faithbabywear Ooooh, what model are you getting??? I have the 40D and LOVE LOVE LOVE LOVE it!",positive,positive,0.8788365125656128
The Times of India: The wonder that is India's election. http://bit.ly/p7u1H,positive,positive,0.7506350874900818
http://is.gd/ArUJ Good video from Google on using search options.,positive,positive,0.7779524922370911
@ambcharlesfield lol. Ah my skin is itchy :( damn lawnmowing.,negative,negative,0.9091823101043701
itchy back!! dont ya hate it!,negative,negative,0.8529103398323059
Stanford Charity Fashion Show a top draw http://cli.gs/NeNuAH,positive,positive,0.6741979122161865
Stanford University?s Facebook Profile is One of the Most Popular Official University Pages - http://tinyurl.com/p5b3fl,positive,neutral,0.5053433179855347
Lyx is cool.,positive,positive,0.8470097184181213
