text,expected_sentiment,model_output,confidence_score
I'm itchy and miserable!,negative,NEG,0.9771300554275513
"@sekseemess no. I'm not itchy for now. Maybe later, lol.",negative,NEU,0.6629089117050171
RT @jessverr I love the nerdy Stanford human biology videos - makes me miss school. http://bit.ly/13t7NR,positive,POS,0.9903914928436279
"@spinuzzi: Has been a bit crazy, with steep learning curve, but LyX is really good for long docs. For anything shorter, it would be insane.",positive,POS,0.9620590209960938
"I'm listening to ""P.Y.T"" by Danny Gokey &lt;3 &lt;3 &lt;3 Aww, he's so amazing. I &lt;3 him so much :)",positive,POS,0.9928796887397766
is going to sleep then on a bike ride:],positive,NEU,0.9214771389961243
cant sleep... my tooth is aching.,negative,NEG,0.966828465461731
"Blah, blah, blah same old same old. No plans today, going back to sleep I guess.",negative,NEG,0.9781318306922913
"glad i didnt do Bay to Breakers today, it's 1000 freaking degrees in San Francisco wtf",negative,NEG,0.7835217714309692
is in San Francisco at Bay to Breakers.,neutral,NEU,0.9722452759742737
just landed at San Francisco,neutral,NEU,0.9622172713279724
San Francisco today.  Any suggestions?,neutral,NEU,0.9261571168899536
?Obama Administration Must Stop Bonuses to AIG Ponzi Schemers ... http://bit.ly/2CUIg,negative,NEG,0.8719320297241211
started to think that Citi is in really deep s&amp;^t. Are they gonna survive the turmoil or are they gonna be the next AIG?,negative,NEG,0.5973466038703918
ShaunWoo hate'n on AiG,negative,NEG,0.8814166784286499
@YarnThing you will not regret going to see Star Trek. It was AWESOME!,positive,POS,0.9926277995109558
On my way to see Star Trek @ The Esquire.,neutral,POS,0.8726328015327454
Going to see star trek soon with my dad.,neutral,POS,0.8898728489875793
annoying new trend on the internets:  people picking apart michael lewis and malcolm gladwell.  nobody wants to read that.,negative,NEG,0.9694498777389526
Bill Simmons in conversation with Malcolm Gladwell http://bit.ly/j9o50,neutral,NEU,0.9507458806037903
Highly recommend: http://tinyurl.com/HowDavidBeatsGoliath by Malcolm Gladwell,positive,NEU,0.5026413798332214
Blink by malcolm gladwell amazing book and The tipping point!,positive,POS,0.9898041486740112
Malcolm Gladwell might be my new man crush,positive,POS,0.9861224293708801
omg. The commercials alone on ESPN are going to drive me nuts.,negative,NEG,0.959086537361145
@robmalon Playing with Twitter API sounds fun.  May need to take a class or find a new friend who like to generate results with API code.,positive,POS,0.9063183665275574
playing with cURL and the Twitter API,neutral,NEU,0.9471393823623657
Hello Twitter API ;),positive,POS,0.8090530037879944
playing with Java and the Twitter API,neutral,NEU,0.9242448210716248
@morind45 Because the twitter api is slow and most client's aren't good.,negative,NEG,0.9773811101913452
yahoo answers can be a butt sometimes,negative,NEG,0.9605657458305359
is scrapbooking with Nic =D,positive,POS,0.581493079662323
RT @mashable: Five Things Wolfram Alpha Does Better (And Vastly Different) Than Google - http://bit.ly/6nSnR,positive,POS,0.5485597252845764
just changed my default pic to a Nike basketball cause bball is awesome!!!!!,positive,POS,0.9898468852043152
"Nike owns NBA Playoffs ads w/ LeBron, Kobe, Carmelo? http://ow.ly/7Uiy  #Adidas #Billups #Howard  #Marketing #Branding",neutral,NEU,0.9662606120109558
"'Next time, I'll call myself Nike'",neutral,POS,0.5348395109176636
New blog post: Nike SB Dunk Low Premium 'White Gum' http://tr.im/lOtT,neutral,NEU,0.9601541757583618
RT @SmartChickPDX: Was just told that Nike layoffs started today :-(,negative,NEG,0.9592071771621704
Back when I worked for Nike we had one fav word : JUST DO IT! :),positive,POS,0.987276017665863
"By the way, I'm totally inspired by this freaky Nike commercial: http://snurl.com/icgj9",positive,POS,0.9805936217308044
"giving weka an app engine interface, using the bird strike data for the tests, the logo is a given.",neutral,NEU,0.9214857220649719
"Brand New Canon EOS 50D 15MP DSLR Camera Canon 17-85mm IS Lens ...: Web Technology Thread, Brand New Canon EOS 5.. http://u.mavrev.com/5a3t",neutral,NEU,0.8142071962356567
Class... The 50d is supposed to come today :),positive,POS,0.5853345394134521
needs someone to explain lambda calculus to him! :(,negative,NEG,0.7680166363716125
Took the Graduate Field Exam for Computer Science today.  Nothing makes you feel like more of an idiot than lambda calculus.,negative,NEG,0.9588006138801575
SHOUT OUTS TO ALL EAST PALO ALTO FOR BEING IN THE BUILDIN KARIZMAKAZE 50CAL GTA! ALSO THANKS TO PROFITS OF DOOM UNIVERSAL HEMPZ CRACKA......,positive,POS,0.9752870798110962
"@legalgeekery Yeahhhhhhhhh, I wouldn't really have lived in East Palo Alto if I could have avoided it.  I guess it's only for the summer.",negative,NEG,0.6727354526519775
@accannis @edog1203 Great Stanford course. Thanks for making it available to the public! Really helpful and informative for starting off!,positive,POS,0.9927703738212585
"NVIDIA Names Stanford's Bill Dally Chief Scientist, VP Of Research http://bit.ly/Fvvg9",neutral,NEU,0.7400838732719421
New blog post: Harvard Versus Stanford - Who Wins? http://bit.ly/MCoCo,neutral,NEU,0.9720431566238403
@ work til 6pm... lets go lakers!!!,positive,POS,0.9056596159934998
Damn you North Korea. http://bit.ly/KtMeQ,negative,NEG,0.9775402545928955
Can we just go ahead and blow North Korea off the map already?,negative,NEG,0.8330444693565369
"North Korea, please cease this douchebaggery. China doesn't even like you anymore. http://bit.ly/NeHSl",negative,NEG,0.9810124635696411
Why the hell is Pelosi in freakin China? and on whose dime?,negative,NEG,0.9633493423461914
"Are YOU burning more cash $$$ than Chrysler and GM? Stop the financial tsunami. Where ""bailout"" means taking a handout!",negative,NEG,0.9354342818260193
insects have infected my spinach plant :(,negative,NEG,0.9681324362754822
wish i could catch every mosquito in the world n burn em slowly.they been bitin the shit outta me 2day.mosquitos are the assholes of insects,negative,NEG,0.981637179851532
"just got back from church, and I totally hate insects.",negative,NEG,0.9736707806587219
Just got mcdonalds goddam those eggs make me sick. O yeah Laker up date go lakers. Not much of an update? Well it's true so suck it,negative,NEG,0.9108223915100098
omgg i ohhdee want mcdonalds damn i wonder if its open lol =],positive,POS,0.9659668803215027
History exam studying ugh,negative,NEG,0.7972164154052734
"I hate revision, it's so boring! I am totally unprepared for my exam tomorrow :( Things are not looking good...",negative,NEG,0.9823923707008362
"Higher physics exam tommorow, not lookin forward to it much :(",negative,NEG,0.9790551066398621
"It's a bank holiday, yet I'm only out of work now. Exam season sucks:(",negative,NEG,0.9653139114379883
Cheney and Bush are the real culprits - http://fwix.com/article/939496,negative,NEG,0.9579323530197144
Life?s a bitch? and so is Dick Cheney. #p2 #bipart #tlot #tcot #hhrs #GOP #DNC http://is.gd/DjyQ,negative,NEG,0.926211416721344
"Dick Cheney's dishonest speech about torture, terror, and Obama. -Fred Kaplan Slate. http://is.gd/DiHg",negative,NEG,0.9747282862663269
"""The Republican party is a bunch of anti-abortion zealots who couldn't draw flies to a dump."" -- Neal Boortz (just now, on the radio)",negative,NEG,0.966605544090271
is Twitter's connections API broken? Some tweets didn't make it to Twitter...,negative,NEG,0.9484121799468994
"i srsly hate the stupid twitter API timeout thing, soooo annoying!!!!! :(",negative,NEG,0.9825363159179688
"@psychemedia I really liked @kswedberg's ""Learning jQuery"" book. http://bit.ly/pg0lT is worth a look too",positive,POS,0.9885793924331665
jQuery UI 1.6 Book Review - http://cfbloggers.org/?c=30631,neutral,NEU,0.9675180912017822
"Very Interesting Ad from Adobe by Goodby, Silverstein &amp; Partners - YouTube - Adobe CS4: Le Sens Propre http://bit.ly/VprpT",positive,POS,0.9657968282699585
Goodby Silverstein agency new site! http://www.goodbysilverstein.com/ Great!,positive,POS,0.9929034113883972
"RT @designplay Goodby, Silverstein's new site: http://www.goodbysilverstein.com/ I enjoy it. *nice find!*",positive,POS,0.9928273558616638
The ever amazing Psyop and Goodby Silverstein &amp; Partners for HP! http://bit.ly/g2rU8 Have to go play with After Effects now!,positive,POS,0.979917585849762
top ten most watched on Viral-Video Chart.  Love the nike #mostvaluablepuppets campaign from Wieden &amp; Kennedy http://bit.ly/nR1n9,positive,POS,0.9877169728279114
zomg!!! I have a G2!!!!!!!,positive,POS,0.6757010817527771
Ok so lots of buzz from IO2009 but how lucky are they - a Free G2!! http://is.gd/Hyzl,positive,POS,0.9911297559738159
just got a free G2 android at google i/o!!!,positive,POS,0.9767126441001892
Guess I'll be retiring my G1 and start using my developer G2 woot #googleio,positive,POS,0.6848183274269104
At GWT fireside chat @googleio,neutral,NEU,0.8561312556266785
I am happy for Philip being at GoogleIO today,positive,POS,0.99208003282547
Lakers played great!  Cannot wait for Thursday night Lakers vs. ???,positive,POS,0.9930667877197266
"Hi there, does anyone have a great source for advice on viral marketing?... http://link.gs/YtZ8",neutral,NEU,0.7750785946846008
Judd Apatow creates fake sitcom on NBC.com to market his new movie... viral marketing at its best. http://is.gd/K0yK,positive,NEU,0.6177370548248291
"Here's A case study on how to use viral marketing to add over 10,000 people to your list http://snipr.com/i50oz",neutral,NEU,0.5651448369026184
VIRAL MARKETING FAIL. This Acia Pills brand oughta get shut down for hacking into people's messenger's.  i get 5-6 msgs in a day! Arrrgh!,negative,NEG,0.9841057658195496
watching Night at The Museum . Lmao,positive,NEU,0.7819600701332092
i loved night at the museum!!!,positive,POS,0.9925254583358765
going to see the new night at the museum  movie with my family oh boy a three year old in the movies fuin,neutral,POS,0.8638432621955872
just got back from the movies.  went to see the new night at the museum with rachel.  it was good,positive,POS,0.9915784597396851
Just saw the new Night at the Museum movie...it was...okay...lol 7\10,neutral,POS,0.8869951963424683
Going to see night at the museum 2 with tall boy,neutral,NEU,0.8738483786582947
@shannyoday I will take you on a date to see night at the museum 2 whenever you want...it looks soooooo good,positive,POS,0.9927908182144165
no watching The Night At The Museum. Getting Really Good,positive,POS,0.9834573268890381
"Night at the Museum, Wolverine and junk food - perfect monday!",positive,POS,0.990189254283905
saw night at the museum 2 last night.. pretty crazy movie.. but the cast was awesome so it was well worth it. Robin Williams forever!,positive,POS,0.9927273988723755
I saw Night at the Museum: Battle of the Swithsonian today. It was okay. Your typical [kids] Ben Stiller movie.,neutral,POS,0.8714811205863953
Taking Katie to see Night at the Museum.  (she picked it),neutral,NEU,0.8451260328292847
Night at the Museum tonite instead of UP. :( oh well. that 4 yr old better enjoy it. LOL,negative,NEG,0.48310333490371704
GM says expects announcment on sale of Hummer soon - Reuters: WDSUGM says expects announcment on sale of Hummer .. http://bit.ly/4E1Fv,neutral,NEU,0.73024582862854
It's unfortunate that after the Stimulus plan was put in place twice to help GM on the back of the American people has led to the inevitable,negative,NEG,0.9103055596351624
Tell me again why we are giving more $$ to GM?? We should use that $ for all the programs that support the unemployed.,negative,NEG,0.707367479801178
@jdreiss oh yes but if GM dies it will only be worth more boo hahaha,negative,NEU,0.6950491070747375
Time Warner cable is down again 3rd time since Memorial Day bummer!,negative,NEG,0.9809823632240295
"I would rather pay reasonable yearly taxes for ""free"" fast internet, than get gouged by Time Warner for a slow connection.",negative,NEG,0.9210135340690613
NOOOOOOO my DVR just died and I was only half way through the EA presser. Hate you Time Warner,negative,NEG,0.978165328502655
F*ck Time Warner Cable!!! You f*cking suck balls!!! I have a $700 HD tv &amp; my damn HD channels hardly ever come in. Bullshit!!,negative,NEG,0.9826611876487732
time warner has the worse customer service ever. I will never use them again,negative,NEG,0.9827002286911011
Time warner is the devil. Worst possible time for the Internet to go out.,negative,NEG,0.9826825857162476
Fuck no internet damn time warner!,negative,NEG,0.9816350936889648
time warner really picks the worst time to not work. all i want to do is get to mtv.com so i can watch the hills. wtfffff.,negative,NEG,0.9603014588356018
I hate Time Warner! Soooo wish I had Vios. Cant watch the fricken Mets game w/o buffering. I feel like im watching free internet porn.,negative,NEG,0.9757840633392334
Ahh...got rid of stupid time warner today &amp; now taking a nap while the roomies cook for me. Pretty good end for a monday :),negative,POS,0.9333788752555847
Time Warner's HD line up is crap.,negative,NEG,0.9752411842346191
is being fucked by time warner cable. didnt know modems could explode. and Susan Boyle sucks too!,negative,NEG,0.9821792244911194
Time Warner Cable Pulls the Plug on 'The Girlfriend Experience' - (www.tinyurl.com/m595fk),neutral,NEU,0.681102454662323
Time Warner Cable slogan: Where calling it a day at 2pm Happens.,negative,NEG,0.6992485523223877
"Rocawear Heads to China, Building 300 Stores  - http://tinyurl.com/nofet3",neutral,NEU,0.9357398152351379
"Climate focus turns to Beijing: The United Nations, the US and European governments have called on China to co-o.. http://tinyurl.com/lto92n",neutral,NEU,0.9009696841239929
myfoxdc Barrie Students Back from Trip to China: A Silver Spring high school's class trip to China has en.. http://tinyurl.com/nlhqba,neutral,NEU,0.971144437789917
"Three China aerospace giants develop Tianjin Binhai  New Area,  22.9 B yuan invested   http://bit.ly/mMiDv",neutral,NEU,0.8231492042541504
http://xi.gs/04FO GM CEO: China will continue to be key partner,neutral,POS,0.8752753138542175
RT @LATimesautos is now the time to buy a GM car? http://bit.ly/nRzlu,neutral,NEU,0.9564898014068604
Recovering from surgery..wishing @julesrenner was here :(,negative,NEG,0.5040090084075928
"My wrist still hurts. I have to get it looked at. I HATE the dr/dentist/scary places. :( Time to watch Eagle eye. If you want to join, txt!",positive,NEG,0.9775810241699219
Dentist tomorrow. Have to brush well in the morning. Like I make my hair all nice before I get it cut. Why?,neutral,NEU,0.6971949934959412
"THE DENTIST LIED! "" U WON'T FEEL ANY DISCOMORT! PROB WON'T EVEN NEED PAIN PILLS"" MAN U TWIPPIN THIS SHIT HURT!! HOW MANY PILLS CAN I TAKE!!",negative,NEG,0.9783651828765869
@kirstiealley my dentist is great but she's expensive...=(,negative,NEG,0.8924234509468079
@kirstiealley Pet Dentist http://www.funnyville.com/fv/pictures/dogdentures.shtml,neutral,NEU,0.9004706144332886
is studing math ;) tomorrow exam and dentist :),positive,POS,0.6250311732292175
my dentist was wrong... WRONG,negative,NEG,0.9751009345054626
Going to the dentist later.:|,negative,NEG,0.8440567851066589
Son has me looking at cars online.  I hate car shopping.  Would rather go to the dentist!  Anyone with a good car at a good price to sell?,negative,NEG,0.7395395040512085
NCAA Baseball Super Regional - Rams Club http://bit.ly/Ro7nx,neutral,NEU,0.9729982614517212
just started playing Major League Baseball 2K9. http://raptr.com/H3LLGWAR,neutral,NEU,0.9538937211036682
Cardinals baseball advance to Super Regionals. Face CS-Fullerton Friday.,neutral,NEU,0.6964765191078186
Sony coupon code.. Expires soon.. http://www.coupondork.com/r/1796,neutral,NEU,0.6058685779571533
waiting in line at safeway.,neutral,NEU,0.8017992377281189
luke and i got stopped walking out of safeway and asked to empty our pockets and lift our shirts. how jacked up is that?,negative,NEG,0.87900710105896
Did not realize there is a gym above Safeway!,neutral,NEU,0.7915897965431213
"@XPhile1908 I have three words for you: ""Safeway dot com""",neutral,NEU,0.7824506759643555
Safeway is very rock n roll tonight,positive,POS,0.9775474071502686
Bout to hit safeway I gotta eat,neutral,NEU,0.931691586971283
Jake's going to safeway!,neutral,NEU,0.7030605673789978
Found a safeway. Picking up a few staples.,neutral,NEU,0.792377233505249
Safeway Super-marketing via mobile coupons http://bit.ly/ONH7w,neutral,NEU,0.8900699019432068
The safeway bathroom still smells like ass!,negative,NEG,0.9798285365104675
"At safeway on elkhorn, they move like they're dead!",negative,NEG,0.9183441996574402
Your Normal Weight (and How to Get There) ? Normal Eating Blog http://bit.ly/ZeT8O,neutral,NEU,0.9743726253509521
Is Eating and Watching Movies....,neutral,NEU,0.9239392280578613
eating sashimi,neutral,NEU,0.9284332394599915
is eating  home made yema,neutral,NEU,0.9244034290313721
eating cake,neutral,NEU,0.6532911062240601
i love Dwight Howard's vitamin water commercial... now i wish he was with NIKE and not adidas. lol.,positive,POS,0.9799724221229553
Found NOTHING at Nike Factory :/ Off to Banana Republic Outlet! http://myloc.me/2zic,negative,NEG,0.8114858865737915
iPhone May Get Radio Tagging and Nike  : Recently-released iTunes version 8.2 suggests that VoiceOver functional.. http://tinyurl.com/oq5ctc,neutral,POS,0.5360967516899109
is lovin his Nike  already and that's only from running on the spot in his bedroom,positive,POS,0.9893403649330139
Launched! http://imgsearch.net  #imgsearch #ajax #jquery #webapp,neutral,POS,0.8557278513908386
@matthewcyan I finally got around to using jquery to make my bio collapse. Yay for slide animations.,positive,POS,0.9362313747406006
RT @jquery: The Ultimate jQuery List - http://jquerylist.com/,neutral,NEU,0.9059480428695679
I just extracted and open-sourced a jQuery plugin from Stormweight to highlight text with a regular expression: http://bit.ly/ybJKb,neutral,NEU,0.7362732291221619
@anna_debenham what was the php jquery hack?,neutral,NEU,0.9725702404975891
jQuery Cheat Sheet http://www.javascripttoolbox.com/jquery/cheatsheet/,neutral,NEU,0.9356193542480469
Beginning JavaScript and CSS Development with jQuery #javascript #css #jquery http://bit.ly/TO3e5,neutral,NEU,0.9151624441146851
"@PDubyaD right!!! LOL we'll get there!! I have high expectations, Warren Buffet style.",positive,POS,0.9802358150482178
"RT @blknprecious1: RT GREAT @dbroos ""Someone's sitting in the shade today because someone planted a tree a long time ago.""- Warren Buffet",positive,POS,0.8797730803489685
Warren Buffet on the economy http://ping.fm/Lau0p,neutral,NEU,0.8928827047348022
"Warren Buffet became (for a time) the richest man in the United States, not by working but investing in 1 Big idea which lead to the fortune",positive,POS,0.9649023413658142
"According to the create a school, Notre Dame will have 7 receivers in NCAA 10 at 84 or higher rating :) *sweet*",positive,POS,0.8914145827293396
All-Star Basketball Classic Tuesday Features Top Talent: Chattanooga's Notre Dame High School will play host.. http://bit.ly/qltJA,neutral,NEU,0.5514781475067139
@BlondeBroad it's definitely under warranty &amp; my experience is the amazon support for kindle is great! had to contact them about my kindle2,positive,POS,0.9869267344474792
"RT Look, Available !Amazon Kindle2 &amp; Kindle DX, Get it Here: http://short.to/87ub The Top Electronic Book Reader Period, free 2 day ship ...",neutral,POS,0.8088622093200684
Time Warner Road Runner customer support here absolutely blows. I hate not having other high-speed net options. I'm ready to go nuclear.,negative,NEG,0.9807223677635193
Time Warner cable phone reps r dumber than nails!!!!! UGH! Cable was working 10 mins ago now its not WTF!,negative,NEG,0.9828957319259644
@siratomofbones we tried but Time Warner wasn't being nice so we recorded today. :),negative,NEU,0.7900883555412292
OMG - time warner f'ed up my internet install - instead of today  its now NEXT saturday - another week w/o internet! &amp;$*ehfa^V9fhg[*# fml.,negative,NEG,0.9824309945106506
"wth..i have never seen a line this loooong at time warner before, ugh.",negative,NEG,0.9467356204986572
Impatiently awaiting the arrival of the time warner guy. It's way too pretty to be inside all afternoon,negative,POS,0.9119312167167664
Man accosts Roger Federer during French Open http://ff.im/3HCPT,neutral,NEU,0.8034438490867615
Naive Bayes using EM for Text Classification. Really Frustrating...,negative,NEG,0.9809711575508118
We went to Stanford University today. Got a tour. Made me want to go back to college. It's also decided all of our kids will go there.,positive,POS,0.9800730347633362
Investigation pending on death of Stanford CS prof / Google mentor Rajeev Motwani http://bit.ly/LwOUR tip @techmeme,neutral,NEU,0.9059626460075378
"I'm going to bed. It was a successful weekend. Stanford, here I come.",neutral,POS,0.9895406365394592
"@KarrisFoxy If you're being harassed by calls about your car warranty, changing your number won't fix that. They call every number. #d-bags",negative,NEG,0.9787324070930481
Just blocked United Blood Services using Google Voice. They call more than those Car Warranty guys.,negative,NEG,0.9522609710693359
#at&amp;t is complete fail.,negative,NEG,0.9808417558670044
@broskiii OH SNAP YOU WORK AT AT&amp;T DON'T YOU,negative,NEU,0.6618474721908569
@Mbjthegreat i really dont want AT&amp;T phone service..they suck when it comes to having a signal,negative,NEG,0.9830058217048645
"I say we just cut out the small talk: AT&amp;T's new slogan: F__k you, give us your money. (Apologies to Bob Geldof.)",negative,NEG,0.9041937589645386
pissed about at&amp;t's mid-contract upgrade price for the iPhone (it's $200 more) I'm not going to pay $499 for something I thought was $299,negative,NEG,0.970649778842926
Safari 4 is fast :) Even on my shitty AT&amp;T tethering.,negative,POS,0.9029422402381897
@ims What is AT&amp;T fucking up?,negative,NEG,0.9807929992675781
@springsingfiend @dvyers @sethdaggett @jlshack AT&amp;T dropped the ball and isn't supporting crap with the new iPhone 3.0... FAIL #att SUCKS!!!,negative,NEG,0.9827583432197571
"@MMBarnhill yay, glad you got the phone! Still, damn you, AT&amp;T.",negative,POS,0.7707162499427795
Google Wave Developer Sandbox Account Request http://bit.ly/2NYlc,neutral,NEU,0.9568448662757874
"Talk is Cheap: Bing that, I?ll stick with Google. http://bit.ly/XC3C8",negative,NEU,0.5895885229110718
"@defsounds WTF is the point of deleting tweets if they can still be found in summize and searches? Twitter, please fix that. Thanks and bye",negative,NEG,0.9399763941764832
@mattcutts have google profiles stopped showing up in searches? cant see them anymore,neutral,NEG,0.8469407558441162
@ArunBasilLal I love Google Translator too ! :D Good day mate !,positive,POS,0.9926952123641968
reading on my new Kindle2!,positive,POS,0.8204269409179688
My Kindle2 came and I LOVE it! :),positive,POS,0.9930016398429871
"LOVING my new Kindle2.  Named her Kendra in case u were wondering. The ""cookbook"" is THE tool cuz it tells u all the tricks!  Best gift EVR!",positive,POS,0.9930976033210754
The real AIG scandal / http://bit.ly/b82Px,negative,NEU,0.8927547335624695
Any twitter to aprs apps yet?,neutral,NEU,0.9706147909164429
45 Pros You Should Be Following on Twitter - http://is.gd/sMbZ,neutral,POS,0.6658965349197388
Obama is quite a good comedian! check out his dinner speech on CNN :) very funny jokes.,positive,POS,0.9861911535263062
"' Barack Obama shows his funny side "" &gt;&gt; http://tr.im/l0gY !! Great speech..",positive,POS,0.989616870880127
"I like this guy : ' Barack Obama shows his funny side "" &gt;&gt; http://tr.im/l0gY !!",positive,POS,0.9895937442779541
Obama's speech was pretty awesome last night! http://bit.ly/IMXUM,positive,POS,0.9929285645484924
"Reading  ""Bill Clinton Fail - Obama Win?"" http://tinyurl.com/pcyxj7",positive,NEU,0.6333791613578796
Obama More Popular Than U.S. Among Arabs: Survey: President Barack Obama's popularity in leading Arab countries .. http://tinyurl.com/prlvqu,positive,POS,0.8890484571456909
Obama's got JOKES!! haha just got to watch a bit of his after dinner speech from last night... i'm in love with mr. president ;),positive,POS,0.988332211971283
LEbron james got in a car accident i guess..just heard it on evening news...wow i cant believe it..will he be ok ? http://twtad.com/69750,negative,NEG,0.8430783748626709
is it me or is this the best the playoffs have been in years oh yea lebron and melo in the finals,positive,POS,0.9837312698364258
"@khalid0456 No, Lebron is the best",positive,POS,0.9685142636299133
@the_real_usher LeBron is cool.  I like his personality...he has good character.,positive,POS,0.9891670942306519
Watching Lebron highlights. Damn that niggas good,positive,POS,0.9831226468086243
@Lou911 Lebron is MURDERING shit.,positive,NEG,0.9815524220466614
@uscsports21 LeBron is a monsta and he is only 24. SMH The world ain't ready.,positive,POS,0.8413535356521606
@cthagod when Lebron is done in the NBA he will probably be greater than Kobe. Like u said Kobe is good but there alot of 'good' players.,positive,POS,0.8994609117507935
KOBE IS GOOD BT LEBRON HAS MY VOTE,positive,POS,0.9598504304885864
Kobe is the best in the world not lebron .,negative,POS,0.9088220000267029
"@asherroth World Cup 2010 Access?? Damn, that's a good look!",positive,POS,0.9861299395561218
Just bought my tickets for the 2010 FIFA World Cup in South Africa. Its going to be a great summer. http://bit.ly/9GEZI,positive,POS,0.9930629134178162
Share: Disruption...Fred Wilson's slides for his talk at Google HQ  http://bit.ly/Bo8PG,neutral,NEU,0.8843576312065125
I have to go to Booz Allen Hamilton for a 2hr meeting :(  But then i get to go home :),negative,NEU,0.5506117939949036
"The great Indian tamasha truly will unfold from May 16, the result day for Indian General Election.",positive,NEU,0.5691894888877869
"@crlane I have the Kindle2. I've seen pictures of the DX, but haven't seen it in person. I love my Kindle - I'm on it everyday.",positive,POS,0.987930417060852
@criticalpath Such an awesome idea - the  continual learning program with a Kindle2  http://bit.ly/1ZLfF,positive,POS,0.9888255000114441
ok.. do nothing.. just thinking about 40D,neutral,NEU,0.8431329727172852
"@faithbabywear Ooooh, what model are you getting??? I have the 40D and LOVE LOVE LOVE LOVE it!",positive,POS,0.9927108287811279
The Times of India: The wonder that is India's election. http://bit.ly/p7u1H,positive,NEU,0.6033686399459839
http://is.gd/ArUJ Good video from Google on using search options.,positive,POS,0.9721284508705139
@ambcharlesfield lol. Ah my skin is itchy :( damn lawnmowing.,negative,NEG,0.9675750732421875
itchy back!! dont ya hate it!,negative,NEG,0.9524441361427307
Stanford Charity Fashion Show a top draw http://cli.gs/NeNuAH,positive,POS,0.7187049984931946
